Configuration: 0705_1
Duration: 0.400 s
Sample Rate: 50 kHz
ConfigID: 11
Comment: 
MeasurementID: 548
Result: NOK
Date: 11/18/2020 11:48:33 AM
User Comment: 
Index;Time;P Raw;Plasma;T Raw;Temp;BR Raw;BR;AN Power
74;0.001480;0.194;0.025;0.262;0.060;4.244;0.971;2.663
75;0.001500;0.182;0.025;0.260;0.061;3.776;0.994;2.664
76;0.001520;0.127;0.026;0.229;0.063;3.746;1.017;2.661
77;0.001540;0.115;0.027;0.242;0.064;4.438;1.040;2.661
78;0.001560;0.132;0.027;0.276;0.066;4.645;1.062;2.665
79;0.001580;0.125;0.028;0.282;0.067;4.032;1.085;2.659
80;0.001600;0.147;0.029;0.278;0.069;3.968;1.109;2.660
81;0.001620;0.146;0.029;0.273;0.071;4.005;1.132;2.664
82;0.001640;0.137;0.030;0.245;0.072;4.290;1.155;2.663
83;0.001660;0.098;0.031;0.203;0.074;4.532;1.178;2.660
84;0.001680;0.090;0.031;0.190;0.075;4.156;1.202;2.662
85;0.001700;0.113;0.032;0.212;0.077;4.415;1.225;2.663
86;0.001720;0.135;0.033;0.220;0.078;4.526;1.249;2.663
87;0.001740;0.137;0.033;0.236;0.080;3.944;1.272;2.662
88;0.001760;0.214;0.034;0.330;0.081;4.279;1.296;2.661
89;0.001780;0.208;0.035;0.396;0.083;4.008;1.319;2.663
90;0.001800;0.163;0.036;0.379;0.085;3.790;1.343;2.663
91;0.001820;0.142;0.036;0.330;0.086;4.094;1.367;2.660
92;0.001840;0.110;0.037;0.322;0.088;3.783;1.390;2.662
93;0.001860;0.126;0.038;0.306;0.089;3.505;1.414;2.663
94;0.001880;0.125;0.038;0.267;0.091;3.574;1.437;2.660
95;0.001900;0.122;0.039;0.266;0.093;3.763;1.461;2.662
96;0.001920;0.160;0.040;0.328;0.094;3.323;1.484;2.663
97;0.001940;0.149;0.041;0.341;0.096;3.276;1.508;2.662
98;0.001960;0.147;0.041;0.350;0.097;3.360;1.531;2.661
99;0.001980;0.183;0.042;0.412;0.099;3.556;1.554;2.661
100;0.002000;0.164;0.043;0.434;0.101;3.719;1.577;2.661
101;0.002020;0.125;0.044;0.379;0.102;3.979;1.599;2.663
102;0.002040;0.093;0.044;0.320;0.104;4.395;1.622;2.660
103;0.002060;0.080;0.045;0.284;0.106;4.147;1.645;2.661
104;0.002080;0.143;0.046;0.313;0.107;4.070;1.668;2.664
105;0.002100;0.152;0.047;0.355;0.109;3.995;1.691;2.660
106;0.002120;0.134;0.047;0.331;0.111;3.629;1.714;2.659
107;0.002140;0.127;0.048;0.320;0.113;3.836;1.736;2.663
108;0.002160;0.173;0.049;0.330;0.114;4.010;1.759;2.663
109;0.002180;0.146;0.050;0.302;0.116;3.803;1.781;2.662
110;0.002200;0.092;0.050;0.267;0.118;3.530;1.804;2.661
111;0.002220;0.111;0.051;0.280;0.119;4.041;1.826;2.662
112;0.002240;0.117;0.052;0.271;0.121;4.089;1.848;2.663
113;0.002260;0.097;0.053;0.260;0.123;3.049;1.871;2.662
114;0.002280;0.123;0.053;0.273;0.125;3.371;1.893;2.661
115;0.002300;0.135;0.054;0.291;0.126;3.527;1.915;2.662
116;0.002320;0.129;0.055;0.306;0.128;2.864;1.936;2.662
117;0.002340;0.139;0.055;0.341;0.130;2.596;1.958;2.661
118;0.002360;0.150;0.056;0.419;0.131;2.990;1.979;2.661
119;0.002380;0.190;0.057;0.566;0.133;3.292;2.000;2.664
120;0.002400;0.199;0.058;0.670;0.135;4.210;2.021;2.663
121;0.002420;0.143;0.058;0.665;0.136;4.525;2.042;2.661
122;0.002440;0.113;0.059;0.612;0.138;4.318;2.063;2.660
123;0.002460;0.116;0.060;0.553;0.140;3.962;2.084;2.662
124;0.002480;0.114;0.061;0.480;0.142;3.448;2.104;2.663
125;0.002500;0.121;0.061;0.441;0.144;3.484;2.125;2.661
126;0.002520;0.124;0.062;0.461;0.146;3.228;2.145;2.662
127;0.002540;0.149;0.063;0.465;0.148;3.078;2.166;2.663
128;0.002560;0.135;0.064;0.439;0.150;3.232;2.186;2.661
129;0.002580;0.123;0.064;0.427;0.152;3.298;2.206;2.662
130;0.002600;0.117;0.065;0.410;0.154;3.144;2.225;2.663
131;0.002620;0.114;0.066;0.388;0.156;3.475;2.245;2.662
132;0.002640;0.083;0.067;0.339;0.158;3.397;2.264;2.662
133;0.002660;0.094;0.067;0.295;0.160;3.475;2.283;2.662
134;0.002680;0.092;0.068;0.298;0.162;3.204;2.302;2.663
135;0.002700;0.107;0.069;0.280;0.164;3.283;2.321;2.663
136;0.002720;0.090;0.069;0.262;0.166;3.107;2.340;2.660
137;0.002740;0.083;0.070;0.276;0.168;3.124;2.358;2.662
138;0.002760;0.093;0.071;0.291;0.170;3.470;2.376;2.664
139;0.002780;0.090;0.071;0.245;0.172;3.662;2.395;2.663
140;0.002800;0.087;0.072;0.231;0.173;4.160;2.412;2.661
141;0.002820;0.113;0.073;0.315;0.175;3.373;2.430;2.663
142;0.002840;0.114;0.073;0.353;0.177;3.367;2.448;2.662
143;0.002860;0.099;0.074;0.352;0.179;3.217;2.466;2.662
144;0.002880;0.081;0.074;0.320;0.181;3.085;2.483;2.661
145;0.002900;0.070;0.075;0.282;0.183;3.040;2.500;2.661
146;0.002920;0.076;0.076;0.266;0.184;3.149;2.517;2.664
147;0.002940;0.084;0.076;0.266;0.186;3.474;2.534;2.663
148;0.002960;0.078;0.077;0.256;0.188;3.701;2.551;2.660
149;0.002980;0.092;0.077;0.253;0.190;4.063;2.567;2.663
150;0.003000;0.107;0.078;0.249;0.191;4.424;2.584;2.664
151;0.003020;0.120;0.079;0.231;0.193;4.592;2.600;2.661
152;0.003040;0.152;0.079;0.266;0.195;4.008;2.616;2.662
153;0.003060;0.166;0.080;0.326;0.196;4.290;2.633;2.662
154;0.003080;0.130;0.080;0.330;0.198;4.113;2.649;2.662
155;0.003100;0.114;0.081;0.295;0.200;4.380;2.665;2.663
156;0.003120;0.091;0.081;0.300;0.201;4.281;2.682;2.662
157;0.003140;0.122;0.082;0.295;0.203;3.708;2.698;2.663
158;0.003160;0.135;0.082;0.282;0.205;3.636;2.714;2.662
159;0.003180;0.129;0.083;0.295;0.206;3.428;2.730;2.663
160;0.003200;0.144;0.083;0.326;0.208;4.103;2.746;2.661
161;0.003220;0.125;0.084;0.333;0.209;4.521;2.762;2.663
162;0.003240;0.114;0.085;0.309;0.211;4.744;2.777;2.661
163;0.003260;0.103;0.085;0.289;0.212;4.536;2.793;2.661
164;0.003280;0.118;0.086;0.300;0.214;4.255;2.809;2.664
165;0.003300;0.125;0.086;0.326;0.215;4.581;2.825;2.663
166;0.003320;0.107;0.087;0.306;0.217;4.567;2.840;2.661
167;0.003340;0.083;0.087;0.287;0.218;4.477;2.856;2.662
168;0.003360;0.103;0.088;0.286;0.220;5.268;2.872;2.663
169;0.003380;0.102;0.088;0.253;0.221;5.343;2.887;2.664
170;0.003400;0.107;0.089;0.229;0.223;4.810;2.903;2.661
171;0.003420;0.146;0.089;0.287;0.224;4.867;2.919;2.662
172;0.003440;0.195;0.090;0.388;0.226;4.728;2.935;2.664
173;0.003460;0.199;0.090;0.456;0.227;4.733;2.951;2.661
174;0.003480;0.171;0.091;0.502;0.228;4.647;2.967;2.661
175;0.003500;0.129;0.091;0.465;0.230;3.924;2.983;2.662
176;0.003520;0.134;0.092;0.412;0.231;4.156;2.999;2.664
177;0.003540;0.152;0.092;0.392;0.233;4.468;3.014;2.662
178;0.003560;0.148;0.093;0.357;0.234;4.601;3.030;2.660
179;0.003580;0.147;0.093;0.352;0.236;4.543;3.046;2.661
180;0.003600;0.143;0.094;0.352;0.237;4.578;3.061;2.662
181;0.003620;0.126;0.094;0.320;0.238;4.175;3.077;2.661
182;0.003640;0.121;0.095;0.304;0.240;3.688;3.092;2.661
183;0.003660;0.198;0.095;0.342;0.241;3.517;3.107;2.663
184;0.003680;0.285;0.095;0.363;0.243;3.781;3.122;2.663
185;0.003700;0.272;0.096;0.346;0.244;3.600;3.137;2.661
186;0.003720;0.183;0.097;0.335;0.245;3.560;3.152;2.661
187;0.003740;0.128;0.097;0.320;0.247;3.510;3.166;2.665
188;0.003760;0.111;0.098;0.282;0.248;3.946;3.181;2.661
189;0.003780;0.103;0.098;0.264;0.249;4.268;3.195;2.664
190;0.003800;0.133;0.099;0.304;0.251;3.433;3.209;2.662
191;0.003820;0.211;0.099;0.419;0.252;3.534;3.223;2.662
192;0.003840;0.221;0.100;0.461;0.253;3.638;3.236;2.661
193;0.003860;0.177;0.100;0.430;0.255;3.490;3.250;2.661
194;0.003880;0.156;0.101;0.412;0.256;3.675;3.263;2.663
195;0.003900;0.122;0.101;0.383;0.257;3.860;3.276;2.663
196;0.003920;0.098;0.102;0.322;0.259;3.981;3.289;2.667
197;0.003940;0.115;0.102;0.291;0.260;3.889;3.302;2.661
198;0.003960;0.125;0.103;0.309;0.261;3.411;3.315;2.661
199;0.003980;0.173;0.103;0.328;0.262;3.647;3.327;2.666
200;0.004000;0.210;0.104;0.352;0.264;3.702;3.340;2.657
201;0.004020;0.189;0.104;0.412;0.265;3.898;3.352;2.668
202;0.004040;0.179;0.105;0.449;0.266;3.966;3.364;2.657
203;0.004060;0.168;0.105;0.428;0.267;3.799;3.376;2.666
204;0.004080;0.130;0.106;0.406;0.269;3.853;3.388;2.665
205;0.004100;0.143;0.106;0.410;0.270;3.528;3.399;2.662
206;0.004120;0.168;0.107;0.410;0.271;3.307;3.411;2.659
207;0.004140;0.140;0.107;0.386;0.272;3.376;3.422;2.664
208;0.004160;0.125;0.108;0.348;0.274;3.441;3.433;2.665
209;0.004180;0.137;0.109;0.353;0.275;3.446;3.444;2.661
210;0.004200;0.136;0.109;0.366;0.276;3.129;3.455;2.662
211;0.004220;0.124;0.109;0.346;0.277;3.102;3.465;2.668
212;0.004240;0.123;0.110;0.324;0.279;2.911;3.475;2.659
213;0.004260;0.122;0.110;0.346;0.280;3.133;3.485;2.664
214;0.004280;0.121;0.111;0.330;0.281;2.919;3.495;2.665
215;0.004300;0.117;0.111;0.295;0.282;2.798;3.504;2.658
216;0.004320;0.131;0.112;0.333;0.283;3.148;3.513;2.662
217;0.004340;0.201;0.112;0.434;0.284;2.666;3.522;2.664
218;0.004360;0.206;0.113;0.483;0.286;3.344;3.531;2.661
219;0.004380;0.180;0.113;0.476;0.287;2.972;3.539;2.660
220;0.004400;0.189;0.114;0.505;0.288;2.521;3.548;2.662
221;0.004420;0.179;0.114;0.511;0.289;2.992;3.555;2.666
222;0.004440;0.167;0.115;0.483;0.290;2.629;3.563;2.668
223;0.004460;0.138;0.115;0.463;0.292;2.281;3.571;2.653
224;0.004480;0.134;0.116;0.460;0.293;2.574;3.578;2.663
225;0.004500;0.146;0.116;0.489;0.294;2.628;3.584;2.667
226;0.004520;0.156;0.117;0.483;0.295;2.943;3.591;2.663
227;0.004540;0.146;0.117;0.487;0.296;2.974;3.597;2.662
228;0.004560;0.136;0.117;0.553;0.298;2.897;3.603;2.661
229;0.004580;0.140;0.118;0.601;0.299;2.657;3.609;2.662
230;0.004600;0.142;0.118;0.575;0.300;3.195;3.615;2.661
231;0.004620;0.116;0.119;0.558;0.301;3.384;3.620;2.661
232;0.004640;0.114;0.119;0.553;0.303;3.448;3.626;2.664
233;0.004660;0.110;0.120;0.505;0.304;3.675;3.631;2.668
234;0.004680;0.085;0.120;0.441;0.305;3.428;3.636;2.659
235;0.004700;0.090;0.120;0.425;0.307;3.391;3.641;2.661
236;0.004720;0.092;0.121;0.423;0.308;3.267;3.646;2.661
237;0.004740;0.101;0.121;0.410;0.309;3.501;3.650;2.665
238;0.004760;0.092;0.122;0.386;0.311;3.624;3.655;2.664
239;0.004780;0.094;0.122;0.385;0.312;3.380;3.660;2.663
240;0.004800;0.099;0.122;0.408;0.313;3.959;3.664;2.663
241;0.004820;0.116;0.123;0.394;0.315;4.050;3.668;2.671
242;0.004840;0.098;0.123;0.394;0.316;3.713;3.673;2.658
243;0.004860;0.117;0.123;0.423;0.317;3.651;3.677;2.673
244;0.004880;0.106;0.124;0.427;0.318;3.561;3.681;2.658
245;0.004900;0.099;0.124;0.372;0.320;3.669;3.685;2.668
246;0.004920;0.089;0.124;0.330;0.321;3.964;3.689;2.664
247;0.004940;0.103;0.125;0.335;0.322;3.862;3.693;2.662
248;0.004960;0.106;0.125;0.319;0.323;3.979;3.697;2.663
249;0.004980;0.102;0.125;0.306;0.325;4.138;3.701;2.663
250;0.005000;0.104;0.125;0.317;0.326;4.094;3.705;2.664
251;0.005020;0.123;0.126;0.335;0.327;4.067;3.709;2.663
252;0.005040;0.098;0.126;0.320;0.328;3.615;3.713;2.664
253;0.005060;0.092;0.126;0.280;0.329;3.834;3.717;2.665
254;0.005080;0.100;0.126;0.271;0.330;4.473;3.721;2.658
255;0.005100;0.129;0.127;0.311;0.331;3.765;3.725;2.666
256;0.005120;0.143;0.127;0.337;0.332;3.792;3.728;2.661
257;0.005140;0.106;0.127;0.322;0.333;4.127;3.732;2.677
258;0.005160;0.103;0.127;0.320;0.334;4.492;3.736;2.658
259;0.005180;0.102;0.127;0.313;0.335;4.757;3.740;2.660
260;0.005200;0.106;0.128;0.264;0.336;4.916;3.743;2.665
261;0.005220;0.095;0.128;0.245;0.337;4.867;3.747;2.658
262;0.005240;0.116;0.128;0.278;0.338;4.380;3.751;2.661
263;0.005260;0.133;0.128;0.308;0.339;3.935;3.756;2.664
264;0.005280;0.134;0.128;0.346;0.340;4.484;3.760;2.661
265;0.005300;0.114;0.128;0.333;0.340;4.622;3.764;2.660
266;0.005320;0.102;0.129;0.313;0.341;4.607;3.768;2.663
267;0.005340;0.097;0.129;0.275;0.342;5.162;3.772;2.663
268;0.005360;0.066;0.129;0.223;0.343;5.032;3.776;2.662
269;0.005380;0.082;0.129;0.214;0.344;5.281;3.781;2.662
270;0.005400;0.142;0.129;0.291;0.344;4.191;3.786;2.662
271;0.005420;0.157;0.129;0.374;0.345;4.087;3.790;2.664
272;0.005440;0.092;0.129;0.366;0.346;4.037;3.795;2.662
273;0.005460;0.094;0.130;0.359;0.346;4.358;3.799;2.661
274;0.005480;0.113;0.130;0.350;0.347;4.415;3.804;2.663
275;0.005500;0.089;0.130;0.295;0.348;4.039;3.808;2.664
276;0.005520;0.115;0.130;0.269;0.348;4.041;3.813;2.661
277;0.005540;0.145;0.130;0.300;0.349;4.490;3.817;2.663
278;0.005560;0.151;0.130;0.319;0.349;4.395;3.822;2.663
279;0.005580;0.144;0.130;0.317;0.350;4.678;3.826;2.662
280;0.005600;0.142;0.130;0.302;0.351;4.671;3.831;2.662
281;0.005620;0.141;0.130;0.342;0.351;4.092;3.836;2.662
282;0.005640;0.144;0.131;0.353;0.352;3.918;3.840;2.662
283;0.005660;0.167;0.131;0.331;0.352;4.195;3.845;2.663
284;0.005680;0.124;0.131;0.297;0.353;4.246;3.849;2.661
285;0.005700;0.127;0.131;0.306;0.353;4.312;3.854;2.663
286;0.005720;0.129;0.131;0.315;0.354;4.252;3.858;2.664
287;0.005740;0.106;0.131;0.289;0.354;4.286;3.862;2.661
288;0.005760;0.123;0.131;0.313;0.354;3.796;3.867;2.662
289;0.005780;0.184;0.131;0.394;0.355;3.356;3.871;2.663
290;0.005800;0.182;0.131;0.405;0.355;3.832;3.875;2.662
291;0.005820;0.159;0.131;0.385;0.356;3.809;3.879;2.661
292;0.005840;0.172;0.131;0.399;0.356;3.671;3.884;2.661
293;0.005860;0.149;0.132;0.412;0.357;3.289;3.887;2.662
294;0.005880;0.135;0.132;0.377;0.357;4.100;3.891;2.664
295;0.005900;0.120;0.132;0.319;0.357;3.431;3.895;2.661
296;0.005920;0.150;0.132;0.322;0.358;2.999;3.898;2.661
297;0.005940;0.179;0.132;0.352;0.358;3.221;3.902;2.663
298;0.005960;0.211;0.132;0.372;0.359;3.389;3.905;2.661
299;0.005980;0.174;0.132;0.388;0.359;3.490;3.908;2.660
300;0.006000;0.170;0.132;0.441;0.359;2.776;3.911;2.661
301;0.006020;0.204;0.133;0.535;0.360;3.082;3.914;2.662
302;0.006040;0.170;0.133;0.516;0.360;3.452;3.916;2.661
303;0.006060;0.139;0.133;0.456;0.361;3.580;3.919;2.661
304;0.006080;0.135;0.133;0.423;0.361;3.607;3.921;2.661
305;0.006100;0.147;0.133;0.390;0.361;3.173;3.923;2.662
306;0.006120;0.103;0.133;0.330;0.362;3.041;3.925;2.661
307;0.006140;0.127;0.133;0.330;0.362;3.314;3.927;2.659
308;0.006160;0.133;0.133;0.333;0.363;3.038;3.929;2.662
309;0.006180;0.137;0.134;0.313;0.363;2.734;3.931;2.661
310;0.006200;0.125;0.134;0.311;0.363;2.968;3.932;2.659
311;0.006220;0.157;0.134;0.357;0.364;2.562;3.933;2.663
312;0.006240;0.248;0.134;0.405;0.364;2.177;3.934;2.662
313;0.006260;0.209;0.134;0.436;0.364;2.725;3.935;2.662
314;0.006280;0.177;0.134;0.410;0.365;3.049;3.935;2.662
315;0.006300;0.173;0.134;0.410;0.365;3.102;3.936;2.661
316;0.006320;0.190;0.135;0.397;0.366;2.303;3.936;2.662
317;0.006340;0.146;0.135;0.361;0.366;3.138;3.936;2.661
318;0.006360;0.160;0.135;0.366;0.366;2.869;3.936;2.659
319;0.006380;0.169;0.135;0.414;0.367;2.928;3.935;2.662
320;0.006400;0.157;0.135;0.396;0.367;3.162;3.935;2.663
321;0.006420;0.133;0.135;0.348;0.367;2.849;3.934;2.660
322;0.006440;0.122;0.135;0.355;0.368;3.503;3.933;2.661
323;0.006460;0.128;0.136;0.386;0.368;3.186;3.933;2.663
324;0.006480;0.131;0.136;0.410;0.368;2.736;3.932;2.662
325;0.006500;0.116;0.136;0.396;0.369;2.961;3.931;2.662
326;0.006520;0.146;0.136;0.405;0.369;2.935;3.929;2.661
327;0.006540;0.168;0.136;0.449;0.369;2.988;3.928;2.662
328;0.006560;0.164;0.136;0.461;0.370;2.783;3.927;2.663
329;0.006580;0.139;0.137;0.463;0.370;2.668;3.925;2.661
330;0.006600;0.148;0.137;0.491;0.370;3.005;3.923;2.660
331;0.006620;0.150;0.137;0.515;0.371;2.866;3.921;2.663
332;0.006640;0.135;0.137;0.496;0.371;2.778;3.919;2.662
333;0.006660;0.101;0.137;0.463;0.371;2.690;3.917;2.661
334;0.006680;0.114;0.137;0.482;0.372;2.785;3.914;2.662
335;0.006700;0.111;0.137;0.463;0.372;3.030;3.912;2.663
336;0.006720;0.103;0.137;0.406;0.373;2.930;3.909;2.662
337;0.006740;0.085;0.138;0.375;0.373;2.823;3.907;2.662
338;0.006760;0.122;0.138;0.372;0.373;2.864;3.904;2.661
339;0.006780;0.157;0.138;0.392;0.374;3.431;3.901;2.663
340;0.006800;0.165;0.138;0.428;0.374;3.585;3.898;2.661
341;0.006820;0.119;0.138;0.458;0.375;3.149;3.895;2.660
342;0.006840;0.119;0.138;0.472;0.375;3.309;3.892;2.663
343;0.006860;0.133;0.138;0.474;0.375;3.424;3.889;2.662
344;0.006880;0.096;0.138;0.425;0.376;3.140;3.886;2.660
345;0.006900;0.104;0.138;0.399;0.376;3.292;3.883;2.663
346;0.006920;0.112;0.138;0.401;0.377;3.322;3.880;2.665
347;0.006940;0.101;0.138;0.368;0.377;3.508;3.876;2.662
348;0.006960;0.077;0.139;0.335;0.377;3.622;3.873;2.661
349;0.006980;0.091;0.139;0.342;0.378;3.538;3.870;2.661
350;0.007000;0.112;0.139;0.346;0.378;3.344;3.867;2.663
351;0.007020;0.095;0.139;0.326;0.379;3.638;3.864;2.662
352;0.007040;0.095;0.139;0.319;0.379;3.558;3.861;2.661
353;0.007060;0.108;0.139;0.328;0.379;3.642;3.857;2.662
354;0.007080;0.114;0.139;0.315;0.380;3.951;3.854;2.664
355;0.007100;0.107;0.139;0.297;0.380;4.096;3.851;2.661
356;0.007120;0.118;0.139;0.309;0.380;4.036;3.848;2.661
357;0.007140;0.134;0.139;0.346;0.380;3.799;3.845;2.665
358;0.007160;0.124;0.139;0.353;0.381;3.856;3.842;2.664
359;0.007180;0.092;0.139;0.319;0.381;4.037;3.840;2.662
360;0.007200;0.081;0.139;0.287;0.381;4.572;3.837;2.661
361;0.007220;0.106;0.139;0.291;0.381;4.757;3.834;2.663
362;0.007240;0.098;0.139;0.267;0.382;4.821;3.832;2.662
363;0.007260;0.121;0.139;0.269;0.382;4.063;3.830;2.662
364;0.007280;0.158;0.139;0.377;0.382;4.178;3.828;2.662
365;0.007300;0.164;0.139;0.436;0.382;4.162;3.826;2.663
366;0.007320;0.118;0.139;0.406;0.382;4.519;3.824;2.661
367;0.007340;0.113;0.139;0.383;0.382;4.821;3.822;2.662
368;0.007360;0.159;0.139;0.390;0.383;4.946;3.820;2.663
369;0.007380;0.192;0.139;0.441;0.383;4.627;3.819;2.663
370;0.007400;0.153;0.139;0.471;0.383;4.966;3.818;2.662
371;0.007420;0.154;0.138;0.482;0.383;4.686;3.817;2.662
372;0.007440;0.132;0.138;0.449;0.383;4.578;3.816;2.663
373;0.007460;0.158;0.138;0.434;0.383;4.774;3.815;2.663
374;0.007480;0.155;0.138;0.416;0.384;4.204;3.814;2.660
375;0.007500;0.140;0.138;0.405;0.384;3.831;3.814;2.660
376;0.007520;0.135;0.138;0.427;0.384;5.284;3.813;2.663
377;0.007540;0.171;0.138;0.441;0.384;5.189;3.813;2.664
378;0.007560;0.150;0.138;0.414;0.384;4.374;3.813;2.661
379;0.007580;0.216;0.138;0.443;0.385;4.396;3.813;2.663
380;0.007600;0.224;0.138;0.500;0.385;3.915;3.813;2.663
381;0.007620;0.180;0.138;0.472;0.385;3.820;3.813;2.663
382;0.007640;0.123;0.139;0.419;0.385;3.959;3.813;2.661
383;0.007660;0.126;0.139;0.392;0.386;4.037;3.814;2.661
384;0.007680;0.190;0.139;0.417;0.386;4.138;3.814;2.663
385;0.007700;0.220;0.139;0.443;0.386;4.182;3.814;2.664
386;0.007720;0.192;0.139;0.423;0.386;3.851;3.814;2.660
387;0.007740;0.206;0.139;0.438;0.386;3.611;3.815;2.661
388;0.007760;0.171;0.139;0.434;0.387;3.843;3.815;2.665
389;0.007780;0.135;0.139;0.385;0.387;4.118;3.815;2.662
390;0.007800;0.102;0.139;0.331;0.387;3.950;3.815;2.662
391;0.007820;0.112;0.139;0.335;0.387;4.030;3.816;2.663
