Configuration: 0705_1
Duration: 0.400 s
Sample Rate: 50 kHz
ConfigID: 11
Comment: 
MeasurementID: 550
Result: NOK
Date: 11/18/2020 12:01:01 PM
User Comment: 
Index;Time;P Raw;Plasma;T Raw;Temp;BR Raw;BR;AN Power
0;0.000000;0.005;0.000;0.011;0.000;0.015;0.000;2.560
1;0.000020;0.005;0.000;0.013;0.000;0.046;0.000;3.062
2;0.000040;0.006;0.000;0.011;0.000;0.026;0.000;2.897
3;0.000060;0.005;0.000;0.011;0.000;0.013;0.000;2.956
4;0.000080;0.006;0.000;0.013;0.000;0.015;0.000;2.949
5;0.000100;0.006;0.000;0.011;0.000;0.044;0.000;2.947
6;0.000120;0.005;0.000;0.011;0.000;0.018;0.000;2.950
7;0.000140;0.006;0.000;0.011;0.000;0.011;0.000;2.949
8;0.000160;0.005;0.000;0.013;0.000;0.020;0.000;2.949
9;0.000180;0.022;0.000;0.011;0.000;0.046;0.000;2.950
10;0.000200;0.005;0.000;0.009;0.000;0.016;0.000;2.949
11;0.000220;0.005;0.000;0.011;0.000;0.009;0.000;2.949
12;0.000240;0.025;0.000;0.013;0.000;10.261;0.001;2.948
13;0.000260;0.095;0.000;0.011;0.000;15.743;0.003;2.950
14;0.000280;0.169;0.000;0.139;0.000;6.075;0.006;2.951
15;0.000300;0.174;0.000;0.196;0.000;6.647;0.011;2.948
16;0.000320;0.151;0.000;0.238;0.000;7.319;0.017;2.949
17;0.000340;0.109;0.000;0.244;0.000;6.962;0.024;2.950
18;0.000360;0.108;0.000;0.233;0.001;6.830;0.032;2.949
19;0.000380;0.148;0.001;0.234;0.001;6.973;0.041;2.949
20;0.000400;0.126;0.001;0.247;0.001;6.639;0.051;2.949
21;0.000420;0.120;0.001;0.249;0.001;6.832;0.061;2.950
22;0.000440;0.114;0.001;0.216;0.001;6.561;0.073;2.950
23;0.000460;0.079;0.001;0.172;0.002;5.295;0.085;2.948
24;0.000480;0.095;0.002;0.190;0.002;4.938;0.098;2.948
25;0.000500;0.143;0.002;0.244;0.002;4.460;0.111;2.951
26;0.000520;0.146;0.002;0.300;0.003;4.398;0.125;2.950
27;0.000540;0.136;0.002;0.406;0.003;4.891;0.139;2.948
28;0.000560;0.146;0.003;0.500;0.004;5.660;0.154;2.950
29;0.000580;0.140;0.003;0.456;0.004;5.920;0.170;2.950
30;0.000600;0.125;0.003;0.363;0.005;5.821;0.186;2.949
31;0.000620;0.121;0.003;0.319;0.006;5.394;0.202;2.949
32;0.000640;0.146;0.004;0.322;0.006;5.598;0.219;2.950
33;0.000660;0.150;0.004;0.311;0.007;5.962;0.237;2.951
34;0.000680;0.127;0.005;0.280;0.008;4.948;0.255;2.950
35;0.000700;0.129;0.005;0.260;0.009;4.378;0.274;2.950
36;0.000720;0.130;0.005;0.249;0.009;4.653;0.293;2.950
37;0.000740;0.179;0.006;0.264;0.010;4.314;0.312;2.951
38;0.000760;0.146;0.006;0.276;0.011;4.634;0.332;2.948
39;0.000780;0.146;0.007;0.322;0.012;5.056;0.352;2.950
40;0.000800;0.105;0.007;0.341;0.013;5.334;0.372;2.952
41;0.000820;0.090;0.007;0.291;0.014;4.614;0.393;2.950
42;0.000840;0.103;0.008;0.258;0.015;4.609;0.414;2.949
43;0.000860;0.135;0.008;0.280;0.016;4.471;0.435;2.951
44;0.000880;0.134;0.009;0.298;0.017;4.340;0.457;2.950
45;0.000900;0.118;0.009;0.287;0.018;4.453;0.479;2.950
46;0.000920;0.139;0.010;0.304;0.019;4.349;0.501;2.949
47;0.000940;0.157;0.010;0.366;0.020;3.981;0.523;2.950
48;0.000960;0.141;0.011;0.381;0.021;3.843;0.546;2.951
49;0.000980;0.084;0.011;0.317;0.023;3.931;0.568;2.951
50;0.001000;0.081;0.012;0.255;0.024;4.147;0.591;2.948
51;0.001020;0.109;0.013;0.245;0.025;4.129;0.614;2.951
52;0.001040;0.109;0.013;0.244;0.026;3.823;0.637;2.951
53;0.001060;0.133;0.014;0.231;0.027;3.790;0.660;2.949
54;0.001080;0.150;0.014;0.278;0.029;4.153;0.683;2.949
