Configuration: 0705_1
Duration: 0.400 s
Sample Rate: 50 kHz
ConfigID: 11
Comment: 
MeasurementID: 562
Result: NOK
Date: 11/18/2020 2:04:28 PM
User Comment: 
Index;Time;P Raw;Plasma;T Raw;Temp;BR Raw;BR;AN Power
0;0.000000;0.006;0.000;0.013;0.000;0.033;0.000;1.178
1;0.000020;0.006;0.000;0.011;0.000;0.029;0.000;3.227
2;0.000040;0.005;0.000;0.009;0.000;0.009;0.000;3.211
3;0.000060;0.005;0.000;0.011;0.000;0.016;0.000;3.151
4;0.000080;0.006;0.000;0.013;0.000;0.059;0.000;3.193
5;0.000100;0.005;0.000;0.009;0.000;0.015;0.000;3.185
6;0.000120;0.005;0.000;0.011;0.000;0.009;0.000;3.186
7;0.000140;0.005;0.000;0.013;0.000;0.018;0.000;3.185
8;0.000160;0.006;0.000;0.011;0.000;0.035;0.000;3.186
9;0.000180;0.006;0.000;0.011;0.000;0.013;0.000;3.191
10;0.000200;0.005;0.000;0.011;0.000;0.013;0.000;3.182
11;0.000220;0.006;0.000;0.013;0.000;0.026;0.000;3.200
12;0.000240;0.006;0.000;0.011;0.000;2.856;0.000;3.189
13;0.000260;0.088;0.000;0.011;0.000;18.429;0.001;3.191
14;0.000280;0.156;0.000;0.016;0.000;7.412;0.004;3.183
15;0.000300;0.154;0.000;0.198;0.000;4.968;0.009;3.188
16;0.000320;0.135;0.000;0.244;0.000;6.281;0.014;3.187
17;0.000340;0.147;0.000;0.223;0.000;4.656;0.020;3.188
18;0.000360;0.140;0.000;0.198;0.000;4.675;0.027;3.186
19;0.000380;0.129;0.001;0.209;0.001;4.966;0.034;3.187
20;0.000400;0.129;0.001;0.222;0.001;4.479;0.042;3.186
21;0.000420;0.135;0.001;0.205;0.001;4.433;0.050;3.186
22;0.000440;0.159;0.001;0.233;0.001;4.440;0.059;3.195
23;0.000460;0.205;0.001;0.286;0.002;4.449;0.069;3.183
24;0.000480;0.190;0.002;0.337;0.002;4.508;0.079;3.189
25;0.000500;0.149;0.002;0.364;0.002;4.356;0.089;3.184
26;0.000520;0.158;0.002;0.405;0.003;4.504;0.101;3.188
27;0.000540;0.147;0.002;0.443;0.003;4.025;0.112;3.186
28;0.000560;0.162;0.003;0.460;0.004;4.197;0.124;3.187
29;0.000580;0.147;0.003;0.449;0.004;4.640;0.136;3.185
30;0.000600;0.145;0.003;0.436;0.005;5.325;0.149;3.186
31;0.000620;0.156;0.004;0.450;0.006;5.277;0.163;3.188
32;0.000640;0.142;0.004;0.427;0.006;5.264;0.177;3.199
33;0.000660;0.121;0.005;0.417;0.007;4.649;0.191;3.184
34;0.000680;0.129;0.005;0.449;0.008;4.094;0.206;3.186
35;0.000700;0.135;0.005;0.456;0.009;4.070;0.222;3.188
36;0.000720;0.121;0.006;0.438;0.010;4.369;0.237;3.189
37;0.000740;0.101;0.006;0.412;0.011;4.766;0.253;3.182
38;0.000760;0.122;0.007;0.401;0.012;4.882;0.270;3.188
39;0.000780;0.126;0.007;0.419;0.013;4.746;0.287;3.189
40;0.000800;0.161;0.008;0.436;0.014;4.475;0.304;3.192
41;0.000820;0.178;0.008;0.511;0.015;3.774;0.322;3.184
42;0.000840;0.184;0.009;0.595;0.017;3.842;0.340;3.190
43;0.000860;0.129;0.009;0.564;0.018;4.351;0.358;3.187
44;0.000880;0.113;0.010;0.452;0.019;4.523;0.376;3.188
45;0.000900;0.107;0.010;0.406;0.021;4.475;0.395;3.187
46;0.000920;0.136;0.011;0.421;0.022;4.519;0.414;3.188
47;0.000940;0.132;0.011;0.405;0.024;4.334;0.433;3.189
48;0.000960;0.111;0.012;0.363;0.025;4.367;0.453;3.188
49;0.000980;0.105;0.012;0.337;0.027;4.763;0.473;3.194
50;0.001000;0.103;0.013;0.341;0.028;4.821;0.493;3.189
51;0.001020;0.108;0.014;0.308;0.030;4.964;0.514;3.181
52;0.001040;0.102;0.014;0.275;0.032;4.905;0.535;3.190
53;0.001060;0.122;0.015;0.293;0.033;4.660;0.556;3.188
54;0.001080;0.168;0.015;0.385;0.035;4.839;0.577;3.187
55;0.001100;0.152;0.016;0.443;0.037;5.046;0.599;3.200
56;0.001120;0.126;0.017;0.408;0.038;4.944;0.621;3.180
57;0.001140;0.116;0.017;0.366;0.040;4.633;0.643;3.187
58;0.001160;0.093;0.018;0.320;0.042;5.565;0.666;3.192
59;0.001180;0.103;0.019;0.258;0.044;5.262;0.689;3.187
60;0.001200;0.129;0.019;0.262;0.045;4.358;0.712;3.186
61;0.001220;0.202;0.020;0.403;0.047;4.003;0.736;3.189
62;0.001240;0.169;0.020;0.461;0.049;3.929;0.759;3.189
63;0.001260;0.100;0.021;0.379;0.051;4.340;0.783;3.188
64;0.001280;0.096;0.022;0.317;0.053;4.722;0.806;3.188
65;0.001300;0.103;0.022;0.284;0.054;4.836;0.830;3.188
66;0.001320;0.103;0.023;0.236;0.056;4.999;0.855;3.188
67;0.001340;0.146;0.024;0.223;0.058;5.021;0.879;3.186
68;0.001360;0.203;0.024;0.297;0.060;4.556;0.904;3.188
69;0.001380;0.242;0.025;0.419;0.062;4.742;0.928;3.188
70;0.001400;0.202;0.026;0.483;0.064;4.603;0.953;3.188
71;0.001420;0.144;0.027;0.432;0.066;4.548;0.978;3.187
72;0.001440;0.179;0.027;0.406;0.067;4.675;1.003;3.187
73;0.001460;0.204;0.028;0.390;0.069;4.312;1.029;3.189
74;0.001480;0.178;0.029;0.353;0.071;4.810;1.054;3.189
75;0.001500;0.162;0.030;0.322;0.073;4.521;1.079;3.186
76;0.001520;0.165;0.030;0.331;0.075;4.398;1.105;3.188
77;0.001540;0.162;0.031;0.322;0.077;5.229;1.131;3.190
78;0.001560;0.182;0.032;0.313;0.079;5.425;1.156;3.187
79;0.001580;0.226;0.033;0.375;0.081;4.365;1.182;3.187
80;0.001600;0.292;0.034;0.425;0.083;4.290;1.209;3.189
81;0.001620;0.240;0.034;0.436;0.085;4.645;1.235;3.188
82;0.001640;0.210;0.035;0.428;0.087;4.852;1.261;3.187
83;0.001660;0.170;0.036;0.423;0.089;5.026;1.287;3.188
84;0.001680;0.146;0.037;0.394;0.091;5.466;1.314;3.188
