Configuration: 0705_1
Duration: 0.400 s
Sample Rate: 50 kHz
ConfigID: 11
Comment: 007_2
MeasurementID: 530
Result: NOK
Date: 10/22/2020 4:00:35 PM
User Comment: 
Index;Time;P Raw;P Eps;T Raw;T Eps;BR Raw;BR Eps;AN Power
83;0.001660;0.180;0.035;0.388;0.079;4.239;1.248;3.427
84;0.001680;0.124;0.036;0.331;0.081;4.005;1.273;3.426
85;0.001700;0.155;0.037;0.324;0.084;3.809;1.299;3.427
86;0.001720;0.149;0.038;0.339;0.086;3.777;1.324;3.427
87;0.001740;0.166;0.039;0.337;0.088;3.785;1.349;3.426
88;0.001760;0.271;0.040;0.364;0.090;3.651;1.375;3.425
89;0.001780;0.461;0.041;0.412;0.092;3.719;1.400;3.427
90;0.001800;0.430;0.042;0.410;0.094;4.250;1.425;3.426
91;0.001820;0.291;0.043;0.359;0.096;4.199;1.450;3.425
92;0.001840;0.241;0.044;0.348;0.099;4.153;1.476;3.426
93;0.001860;0.202;0.045;0.341;0.101;3.906;1.501;3.427
94;0.001880;0.149;0.046;0.300;0.103;4.735;1.526;3.427
95;0.001900;0.092;0.047;0.266;0.105;4.448;1.551;3.426
96;0.001920;0.079;0.048;0.247;0.107;4.153;1.576;3.426
97;0.001940;0.130;0.049;0.249;0.109;4.243;1.601;3.427
98;0.001960;0.179;0.050;0.273;0.112;3.712;1.626;3.426
99;0.001980;0.163;0.051;0.271;0.114;3.461;1.651;3.423
100;0.002000;0.146;0.052;0.295;0.116;3.327;1.676;3.425
101;0.002020;0.135;0.053;0.302;0.118;3.708;1.701;3.426
102;0.002040;0.157;0.054;0.309;0.120;3.433;1.725;3.425
103;0.002060;0.154;0.055;0.355;0.122;3.721;1.749;3.425
104;0.002080;0.201;0.056;0.399;0.124;3.582;1.774;3.426
105;0.002100;0.246;0.057;0.434;0.126;3.706;1.798;3.426
106;0.002120;0.327;0.058;0.489;0.128;3.624;1.822;3.426
107;0.002140;0.352;0.059;0.564;0.130;3.984;1.845;3.424
108;0.002160;0.294;0.060;0.597;0.133;3.618;1.869;3.425
109;0.002180;0.243;0.062;0.568;0.135;3.160;1.893;3.427
110;0.002200;0.195;0.063;0.520;0.137;3.040;1.916;3.424
111;0.002220;0.168;0.064;0.474;0.139;2.813;1.939;3.424
112;0.002240;0.176;0.065;0.489;0.141;2.780;1.962;3.427
113;0.002260;0.208;0.066;0.555;0.144;2.990;1.985;3.426
114;0.002280;0.255;0.067;0.663;0.146;3.116;2.007;3.425
115;0.002300;0.309;0.068;0.771;0.148;2.930;2.029;3.425
116;0.002320;0.325;0.069;0.872;0.151;3.188;2.051;3.426
117;0.002340;0.412;0.071;0.981;0.153;3.604;2.073;3.426
118;0.002360;0.381;0.072;1.013;0.156;3.309;2.094;3.425
119;0.002380;0.385;0.073;1.053;0.158;3.226;2.115;3.425
120;0.002400;0.432;0.074;1.077;0.161;3.918;2.137;3.427
121;0.002420;0.364;0.075;1.073;0.164;4.017;2.158;3.426
122;0.002440;0.240;0.077;0.994;0.167;3.712;2.179;3.425
123;0.002460;0.228;0.078;0.936;0.170;3.455;2.199;3.427
124;0.002480;0.196;0.079;0.894;0.173;3.457;2.220;3.426
125;0.002500;0.190;0.081;0.877;0.176;3.574;2.241;3.426
126;0.002520;0.190;0.082;0.842;0.179;3.356;2.261;3.424
127;0.002540;0.179;0.083;0.829;0.182;3.173;2.281;3.425
128;0.002560;0.169;0.085;0.802;0.185;3.333;2.301;3.427
129;0.002580;0.172;0.086;0.734;0.189;3.796;2.321;3.427
130;0.002600;0.157;0.087;0.676;0.192;3.234;2.340;3.425
131;0.002620;0.109;0.088;0.634;0.195;2.754;2.360;3.426
132;0.002640;0.134;0.090;0.588;0.199;3.567;2.379;3.427
133;0.002660;0.125;0.091;0.547;0.202;3.387;2.398;3.425
134;0.002680;0.111;0.092;0.527;0.205;3.625;2.417;3.425
135;0.002700;0.135;0.093;0.529;0.209;3.847;2.435;3.428
136;0.002720;0.146;0.094;0.511;0.212;4.305;2.454;3.427
137;0.002740;0.098;0.095;0.454;0.215;3.743;2.472;3.427
138;0.002760;0.062;0.097;0.383;0.219;3.552;2.491;3.426
139;0.002780;0.110;0.098;0.368;0.222;4.111;2.509;3.426
140;0.002800;0.146;0.099;0.392;0.225;4.224;2.527;3.430
141;0.002820;0.132;0.100;0.421;0.228;4.296;2.545;3.424
142;0.002840;0.153;0.101;0.491;0.232;4.080;2.563;3.424
143;0.002860;0.144;0.102;0.531;0.235;3.973;2.581;3.429
144;0.002880;0.123;0.103;0.498;0.238;3.466;2.599;3.427
145;0.002900;0.105;0.104;0.441;0.241;3.876;2.617;3.427
146;0.002920;0.075;0.105;0.405;0.244;4.146;2.635;3.427
147;0.002940;0.110;0.106;0.396;0.247;3.755;2.652;3.427
148;0.002960;0.111;0.107;0.383;0.250;3.609;2.669;3.427
149;0.002980;0.119;0.108;0.366;0.253;3.794;2.687;3.427
150;0.003000;0.124;0.109;0.375;0.256;4.016;2.704;3.426
151;0.003020;0.125;0.110;0.394;0.259;4.274;2.721;3.427
152;0.003040;0.142;0.111;0.388;0.262;4.285;2.738;3.429
153;0.003060;0.117;0.112;0.366;0.265;4.459;2.755;3.426
154;0.003080;0.113;0.113;0.355;0.268;4.367;2.771;3.426
155;0.003100;0.133;0.113;0.366;0.271;4.618;2.788;3.427
156;0.003120;0.146;0.114;0.370;0.273;4.819;2.805;3.427
157;0.003140;0.130;0.115;0.374;0.276;4.277;2.822;3.426
158;0.003160;0.135;0.116;0.430;0.279;4.438;2.839;3.425
159;0.003180;0.179;0.117;0.515;0.282;4.757;2.855;3.427
160;0.003200;0.134;0.118;0.502;0.284;4.915;2.872;3.427
161;0.003220;0.109;0.118;0.427;0.287;4.607;2.889;3.425
162;0.003240;0.120;0.119;0.385;0.290;5.169;2.906;3.426
163;0.003260;0.136;0.120;0.383;0.292;5.499;2.922;3.428
164;0.003280;0.148;0.121;0.370;0.295;4.911;2.939;3.426
165;0.003300;0.186;0.122;0.377;0.297;4.622;2.956;3.425
166;0.003320;0.205;0.122;0.436;0.300;5.030;2.973;3.426
167;0.003340;0.224;0.123;0.526;0.302;4.543;2.990;3.426
168;0.003360;0.294;0.124;0.597;0.305;4.466;3.007;3.427
169;0.003380;0.296;0.125;0.650;0.307;4.788;3.023;3.426
170;0.003400;0.298;0.125;0.694;0.310;5.191;3.040;3.425
171;0.003420;0.351;0.126;0.734;0.312;5.281;3.057;3.428
172;0.003440;0.376;0.127;0.743;0.315;5.035;3.074;3.428
173;0.003460;0.488;0.128;0.782;0.317;5.521;3.090;3.424
174;0.003480;0.492;0.129;0.866;0.320;5.548;3.107;3.426
175;0.003500;0.450;0.130;0.905;0.323;5.264;3.124;3.427
176;0.003520;0.428;0.131;0.899;0.325;5.378;3.141;3.425
177;0.003540;0.446;0.132;0.897;0.328;5.477;3.158;3.426
178;0.003560;0.586;0.133;0.967;0.331;5.286;3.176;3.426
179;0.003580;0.634;0.134;1.053;0.333;4.830;3.193;3.426
180;0.003600;0.592;0.135;1.097;0.336;4.698;3.210;3.428
181;0.003620;0.493;0.136;1.057;0.339;4.277;3.227;3.424
182;0.003640;0.354;0.137;1.000;0.342;4.257;3.244;3.426
183;0.003660;0.233;0.138;0.932;0.345;4.230;3.261;3.428
184;0.003680;0.189;0.140;0.817;0.348;4.548;3.277;3.427
185;0.003700;0.161;0.141;0.712;0.351;4.543;3.294;3.426
186;0.003720;0.153;0.142;0.665;0.355;4.556;3.310;3.427
187;0.003740;0.198;0.143;0.646;0.358;4.274;3.327;3.427
188;0.003760;0.346;0.144;0.701;0.361;3.997;3.343;3.427
189;0.003780;0.334;0.146;0.780;0.364;4.153;3.359;3.426
190;0.003800;0.287;0.147;0.786;0.367;4.303;3.375;3.426
191;0.003820;0.262;0.148;0.723;0.370;4.164;3.391;3.428
192;0.003840;0.264;0.149;0.634;0.373;3.539;3.406;3.427
193;0.003860;0.200;0.150;0.540;0.376;3.642;3.421;3.425
194;0.003880;0.189;0.151;0.507;0.379;3.975;3.437;3.427
195;0.003900;0.200;0.153;0.487;0.382;4.191;3.451;3.429
196;0.003920;0.173;0.154;0.449;0.385;3.792;3.466;3.426
197;0.003940;0.181;0.155;0.421;0.388;3.728;3.481;3.427
198;0.003960;0.243;0.156;0.450;0.391;3.501;3.495;3.427
199;0.003980;0.253;0.157;0.460;0.394;3.063;3.509;3.427
200;0.004000;0.228;0.158;0.454;0.397;2.904;3.523;3.426
201;0.004020;0.206;0.159;0.461;0.400;3.285;3.536;3.424
202;0.004040;0.193;0.160;0.493;0.402;3.279;3.550;3.427
203;0.004060;0.186;0.161;0.494;0.405;2.888;3.562;3.428
204;0.004080;0.211;0.162;0.487;0.408;2.800;3.575;3.425
205;0.004100;0.206;0.163;0.526;0.410;2.673;3.587;3.425
206;0.004120;0.222;0.164;0.617;0.413;2.748;3.599;3.427
207;0.004140;0.204;0.165;0.608;0.416;2.884;3.610;3.426
208;0.004160;0.219;0.166;0.540;0.418;2.847;3.622;3.426
209;0.004180;0.210;0.167;0.509;0.421;2.970;3.633;3.426
210;0.004200;0.209;0.168;0.526;0.423;2.939;3.643;3.425
211;0.004220;0.190;0.169;0.513;0.426;3.019;3.653;3.427
212;0.004240;0.191;0.170;0.493;0.428;2.963;3.663;3.425
213;0.004260;0.198;0.171;0.511;0.431;2.651;3.673;3.426
214;0.004280;0.170;0.172;0.491;0.433;2.703;3.682;3.426
215;0.004300;0.170;0.173;0.485;0.435;2.781;3.692;3.427
216;0.004320;0.181;0.174;0.511;0.438;2.957;3.700;3.424
217;0.004340;0.218;0.175;0.610;0.440;2.767;3.709;3.425
218;0.004360;0.238;0.176;0.710;0.442;3.091;3.717;3.426
219;0.004380;0.264;0.177;0.747;0.445;3.303;3.725;3.426
220;0.004400;0.270;0.177;0.771;0.447;2.964;3.733;3.424
221;0.004420;0.217;0.178;0.753;0.449;2.919;3.740;3.425
222;0.004440;0.191;0.179;0.731;0.451;2.988;3.747;3.427
223;0.004460;0.241;0.180;0.731;0.454;2.681;3.754;3.426
224;0.004480;0.244;0.181;0.729;0.456;3.023;3.761;3.424
225;0.004500;0.291;0.182;0.807;0.458;3.012;3.768;3.425
226;0.004520;0.358;0.183;0.923;0.461;3.342;3.774;3.427
227;0.004540;0.351;0.183;1.031;0.463;3.453;3.780;3.425
228;0.004560;0.248;0.184;1.062;0.466;3.162;3.786;3.426
229;0.004580;0.179;0.185;0.985;0.468;2.932;3.791;3.425
230;0.004600;0.206;0.186;0.901;0.471;3.018;3.797;3.427
231;0.004620;0.199;0.187;0.877;0.473;3.007;3.802;3.426
232;0.004640;0.194;0.188;0.851;0.476;2.952;3.807;3.425
233;0.004660;0.193;0.188;0.835;0.478;3.041;3.812;3.426
234;0.004680;0.164;0.189;0.815;0.481;2.807;3.816;3.428
235;0.004700;0.126;0.190;0.729;0.483;2.708;3.821;3.426
236;0.004720;0.120;0.191;0.667;0.486;2.999;3.825;3.425
237;0.004740;0.137;0.191;0.641;0.488;3.909;3.829;3.428
238;0.004760;0.145;0.192;0.582;0.491;3.668;3.833;3.426
239;0.004780;0.134;0.193;0.544;0.493;3.257;3.836;3.425
240;0.004800;0.146;0.193;0.595;0.496;4.098;3.840;3.427
241;0.004820;0.175;0.194;0.635;0.498;4.100;3.844;3.427
242;0.004840;0.143;0.195;0.643;0.501;4.490;3.847;3.426
243;0.004860;0.132;0.195;0.632;0.503;3.865;3.851;3.426
244;0.004880;0.130;0.196;0.615;0.506;4.019;3.854;3.426
245;0.004900;0.135;0.196;0.606;0.508;3.955;3.858;3.429
246;0.004920;0.108;0.197;0.579;0.510;4.019;3.861;3.428
247;0.004940;0.107;0.198;0.518;0.513;3.935;3.864;3.425
248;0.004960;0.092;0.198;0.509;0.515;3.734;3.868;3.428
249;0.004980;0.134;0.198;0.516;0.517;3.907;3.871;3.428
250;0.005000;0.116;0.199;0.489;0.519;3.895;3.874;3.426
251;0.005020;0.123;0.199;0.449;0.521;3.776;3.877;3.426
252;0.005040;0.135;0.200;0.434;0.523;4.114;3.881;3.427
253;0.005060;0.140;0.200;0.428;0.525;3.999;3.884;3.426
254;0.005080;0.140;0.201;0.408;0.527;4.100;3.887;3.427
255;0.005100;0.122;0.201;0.406;0.529;4.481;3.890;3.425
256;0.005120;0.131;0.201;0.412;0.531;4.797;3.893;3.428
257;0.005140;0.159;0.202;0.386;0.533;4.785;3.896;3.430
258;0.005160;0.219;0.202;0.408;0.535;4.700;3.899;3.425
259;0.005180;0.262;0.202;0.507;0.536;4.812;3.902;3.427
260;0.005200;0.248;0.203;0.571;0.538;4.345;3.906;3.428
261;0.005220;0.230;0.203;0.580;0.540;4.488;3.909;3.426
262;0.005240;0.189;0.203;0.553;0.541;4.431;3.913;3.427
263;0.005260;0.145;0.204;0.533;0.543;4.898;3.916;3.426
264;0.005280;0.155;0.204;0.526;0.545;5.332;3.920;3.426
265;0.005300;0.203;0.204;0.529;0.546;4.583;3.923;3.427
266;0.005320;0.228;0.204;0.579;0.548;4.147;3.927;3.426
267;0.005340;0.244;0.205;0.670;0.549;4.645;3.931;3.427
268;0.005360;0.274;0.205;0.758;0.551;5.202;3.935;3.429
269;0.005380;0.276;0.205;0.807;0.552;5.063;3.938;3.424
270;0.005400;0.294;0.205;0.897;0.554;5.391;3.942;3.424
271;0.005420;0.343;0.206;1.031;0.555;5.493;3.947;3.428
272;0.005440;0.349;0.206;1.133;0.557;5.327;3.951;3.426
273;0.005460;0.333;0.206;1.102;0.558;5.334;3.955;3.425
274;0.005480;0.331;0.207;1.053;0.560;5.099;3.960;3.426
275;0.005500;0.303;0.207;1.000;0.562;5.010;3.965;3.426
276;0.005520;0.241;0.207;0.932;0.564;4.975;3.969;3.425
277;0.005540;0.237;0.208;0.881;0.565;5.479;3.974;3.426
278;0.005560;0.325;0.208;0.901;0.567;4.550;3.979;3.427
279;0.005580;0.345;0.209;0.923;0.569;4.563;3.984;3.428
280;0.005600;0.331;0.209;0.921;0.571;4.797;3.989;3.427
281;0.005620;0.325;0.209;0.961;0.573;4.360;3.994;3.424
282;0.005640;0.344;0.210;1.047;0.575;4.536;3.999;3.427
283;0.005660;0.363;0.210;1.102;0.577;5.078;4.004;3.427
284;0.005680;0.412;0.211;1.165;0.579;4.702;4.009;3.424
285;0.005700;0.429;0.211;1.260;0.581;3.514;4.014;3.425
286;0.005720;0.391;0.212;1.302;0.583;3.556;4.019;3.425
287;0.005740;0.397;0.212;1.295;0.585;4.217;4.024;3.427
288;0.005760;0.306;0.213;1.236;0.587;4.149;4.029;3.427
289;0.005780;0.242;0.213;1.154;0.590;3.900;4.033;3.425
290;0.005800;0.201;0.214;1.066;0.592;3.766;4.038;3.428
291;0.005820;0.188;0.214;0.967;0.595;3.928;4.042;3.429
292;0.005840;0.155;0.215;0.886;0.597;3.571;4.047;3.424
293;0.005860;0.240;0.215;0.914;0.599;2.959;4.051;3.426
294;0.005880;0.210;0.216;0.927;0.602;3.201;4.055;3.428
295;0.005900;0.219;0.216;0.859;0.604;3.190;4.058;3.425
296;0.005920;0.194;0.217;0.767;0.607;2.747;4.062;3.427
297;0.005940;0.230;0.217;0.749;0.609;3.298;4.065;3.426
298;0.005960;0.322;0.218;0.778;0.612;3.245;4.068;3.427
299;0.005980;0.287;0.218;0.738;0.614;3.516;4.071;3.430
300;0.006000;0.342;0.219;0.718;0.616;3.466;4.074;3.426
301;0.006020;0.307;0.219;0.718;0.619;3.243;4.077;3.425
302;0.006040;0.247;0.219;0.670;0.621;3.126;4.079;3.430
303;0.006060;0.236;0.220;0.606;0.623;3.034;4.081;3.425
304;0.006080;0.267;0.220;0.580;0.626;2.620;4.083;3.425
305;0.006100;0.266;0.221;0.586;0.628;2.644;4.085;3.429
306;0.006120;0.255;0.221;0.595;0.630;2.986;4.087;3.426
307;0.006140;0.251;0.222;0.590;0.632;2.974;4.088;3.426
308;0.006160;0.279;0.222;0.591;0.634;2.706;4.089;3.428
309;0.006180;0.302;0.223;0.626;0.636;2.609;4.090;3.429
310;0.006200;0.313;0.223;0.685;0.638;2.743;4.091;3.428
311;0.006220;0.307;0.224;0.743;0.640;2.734;4.091;3.427
312;0.006240;0.324;0.224;0.809;0.642;3.003;4.091;3.426
313;0.006260;0.335;0.225;0.884;0.644;2.862;4.091;3.428
314;0.006280;0.353;0.225;0.917;0.646;2.910;4.091;3.427
315;0.006300;0.388;0.226;1.027;0.648;2.692;4.091;3.426
316;0.006320;0.365;0.226;1.163;0.650;2.860;4.090;3.427
317;0.006340;0.382;0.227;1.223;0.652;2.765;4.089;3.427
318;0.006360;0.382;0.227;1.287;0.654;2.518;4.088;3.425
319;0.006380;0.346;0.228;1.313;0.656;2.823;4.087;3.426
320;0.006400;0.288;0.228;1.267;0.658;2.831;4.086;3.428
321;0.006420;0.268;0.229;1.214;0.660;2.728;4.084;3.427
322;0.006440;0.219;0.229;1.126;0.663;2.510;4.083;3.427
323;0.006460;0.213;0.230;1.025;0.665;2.249;4.081;3.425
324;0.006480;0.228;0.231;0.956;0.667;2.130;4.079;3.427
325;0.006500;0.251;0.231;0.906;0.670;2.904;4.076;3.427
326;0.006520;0.296;0.232;0.905;0.672;2.878;4.074;3.424
327;0.006540;0.358;0.232;0.958;0.674;2.344;4.071;3.424
328;0.006560;0.400;0.233;1.035;0.677;2.126;4.068;3.427
329;0.006580;0.465;0.233;1.139;0.679;2.794;4.065;3.424
330;0.006600;0.504;0.234;1.278;0.682;2.975;4.061;3.425
331;0.006620;0.448;0.234;1.377;0.684;3.177;4.058;3.427
332;0.006640;0.403;0.235;1.399;0.687;3.038;4.054;3.426
333;0.006660;0.350;0.236;1.342;0.689;3.040;4.051;3.427
334;0.006680;0.334;0.236;1.306;0.692;3.369;4.047;3.424
335;0.006700;0.344;0.237;1.300;0.694;4.204;4.043;3.425
336;0.006720;0.346;0.238;1.289;0.697;4.162;4.040;3.427
337;0.006740;0.319;0.238;1.252;0.700;3.754;4.036;3.424
338;0.006760;0.285;0.239;1.221;0.703;3.658;4.032;3.425
339;0.006780;0.274;0.240;1.190;0.706;3.642;4.029;3.427
340;0.006800;0.239;0.240;1.146;0.708;4.030;4.025;3.428
341;0.006820;0.219;0.241;1.097;0.711;3.849;4.022;3.425
342;0.006840;0.222;0.242;1.104;0.714;3.602;4.018;3.426
343;0.006860;0.229;0.242;1.161;0.717;3.787;4.015;3.427
344;0.006880;0.201;0.243;1.144;0.720;3.693;4.011;3.425
345;0.006900;0.158;0.243;1.086;0.723;3.803;4.008;3.426
346;0.006920;0.165;0.244;1.040;0.726;3.856;4.004;3.425
347;0.006940;0.183;0.245;0.994;0.729;3.864;4.001;3.427
348;0.006960;0.177;0.245;0.930;0.732;3.838;3.998;3.427
349;0.006980;0.149;0.246;0.868;0.735;3.732;3.994;3.422
350;0.007000;0.146;0.246;0.831;0.738;3.723;3.991;3.427
351;0.007020;0.172;0.246;0.806;0.740;4.219;3.988;3.427
352;0.007040;0.164;0.247;0.767;0.743;4.319;3.985;3.426
353;0.007060;0.155;0.247;0.723;0.746;4.047;3.982;3.427
354;0.007080;0.168;0.248;0.721;0.749;4.281;3.979;3.425
355;0.007100;0.172;0.248;0.729;0.751;4.554;3.976;3.428
356;0.007120;0.169;0.248;0.692;0.754;3.994;3.973;3.426
357;0.007140;0.171;0.249;0.687;0.756;4.167;3.970;3.425
358;0.007160;0.202;0.249;0.710;0.759;4.460;3.968;3.427
359;0.007180;0.264;0.249;0.716;0.761;4.393;3.965;3.427
360;0.007200;0.291;0.250;0.732;0.764;4.693;3.963;3.423
361;0.007220;0.277;0.250;0.800;0.766;4.211;3.961;3.425
362;0.007240;0.292;0.250;0.866;0.768;4.283;3.958;3.428
363;0.007260;0.247;0.251;0.840;0.771;4.684;3.956;3.426
364;0.007280;0.220;0.251;0.806;0.773;5.526;3.954;3.425
365;0.007300;0.190;0.251;0.784;0.775;5.427;3.953;3.427
366;0.007320;0.184;0.251;0.754;0.777;5.167;3.951;3.427
367;0.007340;0.196;0.252;0.720;0.779;4.993;3.950;3.428
368;0.007360;0.282;0.252;0.747;0.782;4.667;3.949;3.426
369;0.007380;0.302;0.252;0.879;0.784;4.627;3.948;3.424
370;0.007400;0.290;0.252;0.992;0.786;4.709;3.948;3.427
371;0.007420;0.250;0.253;0.998;0.788;5.078;3.947;3.427
372;0.007440;0.225;0.253;0.954;0.790;5.070;3.947;3.423
373;0.007460;0.194;0.253;0.917;0.792;4.807;3.946;3.427
374;0.007480;0.143;0.253;0.813;0.794;4.162;3.946;3.427
375;0.007500;0.150;0.254;0.712;0.796;4.957;3.946;3.425
376;0.007520;0.203;0.254;0.688;0.798;5.349;3.946;3.426
377;0.007540;0.276;0.254;0.780;0.799;4.995;3.947;3.424
378;0.007560;0.384;0.254;0.903;0.801;4.938;3.947;3.427
379;0.007580;0.396;0.254;1.036;0.803;4.770;3.948;3.426
380;0.007600;0.385;0.255;1.179;0.805;4.739;3.948;3.424
381;0.007620;0.448;0.255;1.329;0.807;5.349;3.949;3.427
382;0.007640;0.400;0.255;1.370;0.809;4.812;3.950;3.427
383;0.007660;0.313;0.255;1.295;0.811;4.100;3.952;3.424
384;0.007680;0.205;0.256;1.141;0.813;5.308;3.953;3.426
385;0.007700;0.233;0.256;1.055;0.815;4.323;3.954;3.427
386;0.007720;0.264;0.256;0.992;0.817;4.072;3.955;3.424
387;0.007740;0.254;0.256;0.943;0.819;4.204;3.957;3.424
388;0.007760;0.313;0.257;0.958;0.820;4.217;3.958;3.425
389;0.007780;0.341;0.257;0.956;0.822;3.547;3.960;3.426
390;0.007800;0.417;0.257;0.938;0.824;3.787;3.961;3.427
