Configuration: 0703
Duration: 0.300 s
Sample Rate: 50 kHz
ConfigID: 7
Comment: 
MeasurementID: 348
Result: NOK
Date: 8/28/2020 2:22:23 PM
User Comment: 
Index;Time;P Raw;P Eps;T Raw;T Eps;BR Raw;BR Eps;AN Power
51;0.001020;0.103;0.010;0.355;0.025;5.023;0.482;3.426
52;0.001040;0.091;0.011;0.315;0.027;4.962;0.503;3.423
53;0.001060;0.092;0.011;0.319;0.028;4.891;0.524;3.424
54;0.001080;0.082;0.012;0.308;0.030;4.885;0.545;3.425
55;0.001100;0.103;0.012;0.302;0.031;4.431;0.567;3.424
56;0.001120;0.084;0.013;0.280;0.033;4.321;0.588;3.422
57;0.001140;0.082;0.013;0.271;0.034;4.151;0.610;3.424
58;0.001160;0.076;0.014;0.260;0.036;4.109;0.633;3.425
59;0.001180;0.097;0.014;0.251;0.037;4.460;0.655;3.424
60;0.001200;0.110;0.015;0.278;0.039;4.807;0.678;3.422
61;0.001220;0.122;0.015;0.335;0.040;5.301;0.700;3.424
62;0.001240;0.115;0.016;0.342;0.042;5.204;0.724;3.424
63;0.001260;0.077;0.016;0.289;0.044;5.160;0.747;3.423
64;0.001280;0.080;0.017;0.262;0.045;4.711;0.771;3.423
65;0.001300;0.103;0.017;0.309;0.047;3.701;0.795;3.424
66;0.001320;0.080;0.018;0.320;0.048;4.056;0.818;3.424
67;0.001340;0.135;0.018;0.326;0.050;4.944;0.843;3.423
68;0.001360;0.163;0.019;0.374;0.052;4.995;0.867;3.423
69;0.001380;0.141;0.019;0.406;0.053;4.666;0.891;3.424
70;0.001400;0.127;0.020;0.381;0.055;4.438;0.916;3.424
71;0.001420;0.114;0.020;0.361;0.057;4.788;0.941;3.422
72;0.001440;0.128;0.021;0.375;0.059;4.832;0.966;3.423
73;0.001460;0.143;0.022;0.375;0.060;4.993;0.991;3.425
74;0.001480;0.125;0.022;0.374;0.062;4.878;1.016;3.424
75;0.001500;0.129;0.023;0.375;0.064;4.477;1.041;3.422
76;0.001520;0.117;0.023;0.388;0.066;4.977;1.067;3.425
77;0.001540;0.114;0.024;0.408;0.068;4.490;1.092;3.424
78;0.001560;0.112;0.024;0.412;0.070;4.182;1.118;3.423
79;0.001580;0.105;0.025;0.403;0.071;3.668;1.144;3.423
80;0.001600;0.165;0.026;0.439;0.073;3.345;1.170;3.423
81;0.001620;0.177;0.026;0.449;0.075;4.089;1.195;3.425
82;0.001640;0.152;0.027;0.434;0.077;3.499;1.221;3.423
83;0.001660;0.133;0.028;0.414;0.079;3.289;1.246;3.425
84;0.001680;0.106;0.028;0.392;0.081;3.770;1.272;3.424
85;0.001700;0.100;0.029;0.348;0.083;3.693;1.297;3.425
86;0.001720;0.093;0.029;0.328;0.085;3.351;1.322;3.423
87;0.001740;0.089;0.030;0.319;0.087;3.615;1.347;3.423
88;0.001760;0.142;0.031;0.335;0.089;3.633;1.372;3.426
89;0.001780;0.216;0.031;0.405;0.091;3.693;1.397;3.426
90;0.001800;0.163;0.032;0.381;0.093;3.995;1.422;3.423
91;0.001820;0.141;0.033;0.355;0.095;4.081;1.447;3.423
92;0.001840;0.166;0.033;0.377;0.097;3.845;1.472;3.424
93;0.001860;0.114;0.034;0.333;0.099;4.609;1.497;3.424
94;0.001880;0.072;0.035;0.286;0.101;4.510;1.522;3.423
95;0.001900;0.099;0.035;0.287;0.103;4.173;1.546;3.424
96;0.001920;0.101;0.036;0.289;0.105;3.988;1.571;3.426
97;0.001940;0.125;0.037;0.284;0.107;3.532;1.596;3.426
98;0.001960;0.129;0.037;0.295;0.109;3.680;1.620;3.420
99;0.001980;0.129;0.038;0.333;0.112;3.409;1.645;3.424
100;0.002000;0.141;0.039;0.363;0.114;3.177;1.669;3.425
101;0.002020;0.111;0.040;0.381;0.116;3.173;1.693;3.423
102;0.002040;0.104;0.040;0.405;0.118;3.305;1.717;3.425
103;0.002060;0.125;0.041;0.417;0.120;3.102;1.741;3.423
104;0.002080;0.137;0.042;0.414;0.122;3.256;1.765;3.424
105;0.002100;0.140;0.042;0.432;0.124;3.162;1.788;3.425
106;0.002120;0.146;0.043;0.482;0.126;2.778;1.811;3.423
107;0.002140;0.134;0.044;0.520;0.128;2.944;1.834;3.423
108;0.002160;0.193;0.044;0.553;0.130;2.679;1.857;3.426
109;0.002180;0.223;0.045;0.635;0.132;2.966;1.879;3.422
110;0.002200;0.195;0.046;0.701;0.134;3.428;1.902;3.423
111;0.002220;0.217;0.046;0.738;0.136;3.279;1.924;3.425
112;0.002240;0.182;0.047;0.716;0.139;2.950;1.946;3.422
113;0.002260;0.144;0.048;0.676;0.141;2.922;1.967;3.423
114;0.002280;0.146;0.049;0.676;0.143;2.867;1.989;3.424
115;0.002300;0.167;0.050;0.692;0.146;2.483;2.010;3.423
116;0.002320;0.190;0.050;0.705;0.148;2.488;2.031;3.424
117;0.002340;0.171;0.051;0.718;0.151;2.563;2.051;3.423
118;0.002360;0.165;0.052;0.791;0.153;2.856;2.072;3.423
119;0.002380;0.163;0.053;0.850;0.156;2.719;2.092;3.428
120;0.002400;0.154;0.053;0.895;0.159;2.957;2.112;3.423
121;0.002420;0.142;0.054;0.864;0.161;3.133;2.131;3.424
122;0.002440;0.140;0.055;0.815;0.164;3.146;2.151;3.424
123;0.002460;0.126;0.056;0.771;0.167;3.459;2.170;3.422
124;0.002480;0.074;0.057;0.668;0.170;3.677;2.189;3.423
125;0.002500;0.096;0.057;0.679;0.173;3.349;2.208;3.422
126;0.002520;0.176;0.058;0.835;0.176;3.351;2.227;3.426
127;0.002540;0.166;0.059;0.928;0.179;3.032;2.245;3.427
128;0.002560;0.138;0.060;0.916;0.182;2.717;2.264;3.426
129;0.002580;0.135;0.060;0.921;0.185;2.899;2.282;3.424
130;0.002600;0.128;0.061;0.890;0.188;2.756;2.300;3.426
131;0.002620;0.111;0.062;0.789;0.191;2.981;2.318;3.424
132;0.002640;0.104;0.063;0.718;0.195;3.186;2.335;3.422
133;0.002660;0.114;0.063;0.698;0.198;2.693;2.353;3.423
134;0.002680;0.122;0.064;0.725;0.201;2.531;2.370;3.423
135;0.002700;0.107;0.065;0.714;0.205;3.356;2.387;3.423
136;0.002720;0.098;0.066;0.707;0.208;3.739;2.403;3.423
137;0.002740;0.123;0.066;0.740;0.211;3.492;2.420;3.424
138;0.002760;0.114;0.067;0.765;0.215;3.395;2.436;3.427
139;0.002780;0.099;0.068;0.731;0.218;3.975;2.453;3.427
140;0.002800;0.102;0.069;0.696;0.222;4.124;2.469;3.425
141;0.002820;0.115;0.069;0.731;0.225;4.199;2.485;3.424
142;0.002840;0.125;0.070;0.740;0.229;3.790;2.501;3.426
143;0.002860;0.112;0.071;0.679;0.232;3.697;2.518;3.422
144;0.002880;0.096;0.071;0.663;0.236;3.966;2.534;3.421
145;0.002900;0.099;0.072;0.646;0.239;4.431;2.550;3.423
146;0.002920;0.100;0.073;0.591;0.243;4.069;2.566;3.423
147;0.002940;0.088;0.073;0.529;0.246;4.587;2.582;3.424
148;0.002960;0.085;0.074;0.505;0.250;4.645;2.598;3.427
149;0.002980;0.096;0.075;0.496;0.253;4.488;2.614;3.426
150;0.003000;0.101;0.075;0.469;0.257;4.565;2.630;3.425
151;0.003020;0.096;0.076;0.434;0.260;4.488;2.646;3.423
152;0.003040;0.092;0.077;0.414;0.263;4.464;2.662;3.423
153;0.003060;0.105;0.077;0.414;0.267;4.735;2.678;3.427
154;0.003080;0.098;0.078;0.392;0.270;4.770;2.694;3.424
155;0.003100;0.092;0.078;0.359;0.273;4.272;2.710;3.423
156;0.003120;0.102;0.079;0.377;0.277;3.860;2.726;3.425
157;0.003140;0.097;0.080;0.374;0.280;4.096;2.742;3.426
158;0.003160;0.099;0.080;0.352;0.283;4.032;2.758;3.424
159;0.003180;0.081;0.081;0.324;0.286;3.865;2.774;3.424
160;0.003200;0.073;0.081;0.322;0.289;4.048;2.790;3.424
161;0.003220;0.089;0.082;0.306;0.292;4.323;2.805;3.425
162;0.003240;0.091;0.082;0.304;0.295;3.884;2.821;3.424
163;0.003260;0.103;0.083;0.352;0.298;3.715;2.837;3.423
164;0.003280;0.125;0.083;0.439;0.301;3.655;2.852;3.424
165;0.003300;0.110;0.084;0.441;0.304;3.309;2.867;3.425
166;0.003320;0.084;0.084;0.377;0.306;3.501;2.882;3.423
167;0.003340;0.081;0.085;0.341;0.309;4.010;2.897;3.424
168;0.003360;0.090;0.085;0.344;0.312;3.576;2.912;3.426
169;0.003380;0.096;0.086;0.324;0.315;3.638;2.926;3.424
170;0.003400;0.084;0.086;0.289;0.317;3.574;2.941;3.424
171;0.003420;0.105;0.087;0.339;0.320;3.137;2.955;3.424
172;0.003440;0.118;0.087;0.406;0.322;3.561;2.969;3.426
173;0.003460;0.116;0.088;0.406;0.325;3.461;2.983;3.427
174;0.003480;0.120;0.088;0.392;0.327;3.836;2.997;3.421
175;0.003500;0.164;0.089;0.469;0.330;4.085;3.011;3.421
176;0.003520;0.158;0.089;0.515;0.332;3.827;3.024;3.425
177;0.003540;0.127;0.090;0.496;0.335;2.834;3.038;3.421
178;0.003560;0.109;0.090;0.476;0.337;3.146;3.051;3.422
179;0.003580;0.142;0.091;0.491;0.339;3.741;3.064;3.424
180;0.003600;0.127;0.091;0.500;0.342;3.757;3.077;3.426
181;0.003620;0.103;0.092;0.463;0.344;4.336;3.090;3.426
182;0.003640;0.103;0.092;0.423;0.346;4.063;3.102;3.425
183;0.003660;0.109;0.092;0.425;0.349;3.124;3.115;3.423
184;0.003680;0.137;0.093;0.436;0.351;3.565;3.127;3.424
185;0.003700;0.147;0.093;0.439;0.353;3.904;3.140;3.423
186;0.003720;0.203;0.094;0.482;0.355;3.406;3.152;3.423
187;0.003740;0.236;0.094;0.535;0.358;3.036;3.164;3.424
188;0.003760;0.165;0.095;0.509;0.360;3.746;3.175;3.424
189;0.003780;0.151;0.095;0.483;0.362;2.924;3.187;3.424
190;0.003800;0.125;0.096;0.491;0.364;3.226;3.198;3.424
191;0.003820;0.152;0.096;0.516;0.366;3.911;3.210;3.425
192;0.003840;0.139;0.096;0.498;0.368;3.576;3.221;3.423
193;0.003860;0.121;0.097;0.478;0.370;2.946;3.232;3.423
194;0.003880;0.124;0.097;0.498;0.372;2.565;3.242;3.423
195;0.003900;0.156;0.098;0.527;0.374;2.803;3.253;3.423
196;0.003920;0.209;0.098;0.562;0.377;2.816;3.263;3.424
197;0.003940;0.207;0.099;0.582;0.379;2.659;3.273;3.422
198;0.003960;0.200;0.099;0.632;0.381;2.703;3.283;3.424
199;0.003980;0.216;0.100;0.707;0.383;2.825;3.292;3.426
200;0.004000;0.274;0.100;0.784;0.385;2.430;3.301;3.423
201;0.004020;0.262;0.101;0.897;0.387;2.144;3.310;3.423
202;0.004040;0.238;0.101;0.967;0.389;2.622;3.319;3.426
203;0.004060;0.226;0.102;0.950;0.391;2.745;3.327;3.424
204;0.004080;0.206;0.102;0.901;0.393;2.527;3.335;3.423
205;0.004100;0.203;0.103;0.899;0.396;2.706;3.343;3.423
206;0.004120;0.264;0.103;0.980;0.398;2.780;3.350;3.425
207;0.004140;0.239;0.104;0.994;0.400;2.897;3.358;3.427
208;0.004160;0.198;0.105;0.969;0.403;2.430;3.365;3.424
209;0.004180;0.194;0.105;0.947;0.405;2.441;3.371;3.423
210;0.004200;0.184;0.106;0.912;0.408;2.556;3.378;3.426
211;0.004220;0.180;0.106;0.859;0.410;2.382;3.384;3.425
212;0.004240;0.147;0.107;0.793;0.413;2.347;3.390;3.423
213;0.004260;0.152;0.108;0.745;0.415;2.648;3.396;3.423
214;0.004280;0.165;0.108;0.718;0.418;2.600;3.402;3.425
215;0.004300;0.167;0.109;0.681;0.420;2.318;3.407;3.423
216;0.004320;0.158;0.109;0.667;0.423;2.560;3.412;3.423
217;0.004340;0.154;0.110;0.747;0.425;2.880;3.417;3.424
218;0.004360;0.163;0.110;0.811;0.428;2.864;3.422;3.425
219;0.004380;0.157;0.111;0.835;0.431;2.291;3.426;3.425
220;0.004400;0.128;0.112;0.877;0.433;2.007;3.430;3.422
221;0.004420;0.146;0.112;0.932;0.436;2.113;3.434;3.423
222;0.004440;0.158;0.113;0.963;0.439;2.459;3.438;3.426
223;0.004460;0.163;0.113;1.003;0.441;2.410;3.442;3.421
224;0.004480;0.145;0.114;1.011;0.444;2.472;3.445;3.424
225;0.004500;0.168;0.114;1.046;0.447;3.177;3.448;3.424
226;0.004520;0.179;0.115;1.150;0.450;3.204;3.451;3.424
227;0.004540;0.179;0.116;1.187;0.452;2.646;3.454;3.424
228;0.004560;0.180;0.116;1.203;0.455;2.679;3.456;3.422
229;0.004580;0.169;0.117;1.236;0.458;2.719;3.459;3.423
230;0.004600;0.169;0.117;1.219;0.461;2.895;3.461;3.426
231;0.004620;0.153;0.118;1.166;0.465;3.556;3.463;3.422
232;0.004640;0.156;0.118;1.122;0.468;3.104;3.466;3.424
233;0.004660;0.179;0.119;1.122;0.471;2.997;3.468;3.426
234;0.004680;0.154;0.119;1.084;0.474;3.732;3.470;3.424
235;0.004700;0.134;0.120;1.071;0.478;3.569;3.472;3.423
236;0.004720;0.124;0.120;1.071;0.481;2.763;3.473;3.424
237;0.004740;0.114;0.121;1.007;0.484;3.217;3.475;3.425
238;0.004760;0.121;0.121;0.950;0.488;3.547;3.477;3.423
239;0.004780;0.108;0.122;0.917;0.491;3.283;3.479;3.423
240;0.004800;0.134;0.122;0.899;0.495;3.539;3.481;3.423
241;0.004820;0.134;0.123;0.919;0.498;3.677;3.482;3.426
242;0.004840;0.128;0.123;0.923;0.501;3.276;3.484;3.424
243;0.004860;0.125;0.124;0.884;0.505;3.228;3.485;3.422
244;0.004880;0.135;0.124;0.862;0.508;3.536;3.487;3.426
245;0.004900;0.137;0.125;0.839;0.512;3.710;3.488;3.424
246;0.004920;0.112;0.125;0.789;0.515;2.963;3.490;3.421
247;0.004940;0.097;0.126;0.749;0.519;3.014;3.491;3.424
248;0.004960;0.114;0.126;0.756;0.522;3.776;3.493;3.424
249;0.004980;0.123;0.127;0.721;0.525;3.140;3.494;3.425
250;0.005000;0.103;0.127;0.663;0.529;3.153;3.495;3.426
251;0.005020;0.117;0.127;0.659;0.532;4.471;3.496;3.422
252;0.005040;0.132;0.128;0.667;0.535;3.972;3.498;3.425
253;0.005060;0.132;0.128;0.632;0.538;3.239;3.499;3.425
254;0.005080;0.107;0.128;0.590;0.542;4.354;3.500;3.421
255;0.005100;0.138;0.129;0.606;0.545;3.884;3.502;3.424
256;0.005120;0.155;0.129;0.610;0.548;3.325;3.503;3.425
257;0.005140;0.162;0.130;0.597;0.551;4.151;3.504;3.423
258;0.005160;0.159;0.130;0.580;0.554;3.803;3.506;3.423
259;0.005180;0.187;0.130;0.613;0.557;3.922;3.507;3.425
260;0.005200;0.196;0.131;0.654;0.560;3.918;3.509;3.424
261;0.005220;0.191;0.131;0.683;0.563;4.034;3.510;3.423
262;0.005240;0.196;0.131;0.716;0.565;4.039;3.512;3.424
263;0.005260;0.190;0.132;0.749;0.568;3.972;3.514;3.422
264;0.005280;0.190;0.132;0.743;0.571;4.277;3.515;3.427
265;0.005300;0.201;0.132;0.745;0.574;3.666;3.517;3.424
266;0.005320;0.204;0.133;0.784;0.577;3.397;3.519;3.424
267;0.005340;0.254;0.133;0.826;0.579;3.845;3.521;3.427
268;0.005360;0.295;0.134;0.861;0.582;3.699;3.522;3.424
269;0.005380;0.287;0.134;0.897;0.585;3.560;3.524;3.424
270;0.005400;0.244;0.134;0.917;0.587;3.735;3.526;3.424
271;0.005420;0.242;0.135;0.956;0.590;3.497;3.528;3.425
272;0.005440;0.201;0.135;0.974;0.593;3.261;3.529;3.424
273;0.005460;0.178;0.136;0.945;0.596;3.554;3.531;3.424
274;0.005480;0.222;0.136;0.945;0.598;4.369;3.532;3.423
275;0.005500;0.253;0.137;0.976;0.601;5.200;3.534;3.426
276;0.005520;0.218;0.137;0.978;0.604;4.525;3.536;3.425
277;0.005540;0.153;0.138;0.958;0.607;4.001;3.538;3.422
278;0.005560;0.157;0.138;0.950;0.609;3.527;3.540;3.424
279;0.005580;0.164;0.139;0.932;0.612;3.495;3.542;3.425
280;0.005600;0.153;0.139;0.901;0.615;3.684;3.544;3.423
281;0.005620;0.151;0.139;0.868;0.618;3.444;3.546;3.424
282;0.005640;0.152;0.140;0.870;0.621;3.351;3.548;3.423
283;0.005660;0.199;0.140;0.894;0.623;3.173;3.550;3.423
284;0.005680;0.251;0.141;0.930;0.626;3.468;3.552;3.426
285;0.005700;0.227;0.141;0.972;0.629;3.023;3.553;3.422
286;0.005720;0.200;0.142;0.978;0.632;2.582;3.555;3.425
287;0.005740;0.189;0.142;0.965;0.634;2.941;3.556;3.426
288;0.005760;0.165;0.143;0.921;0.637;3.170;3.558;3.421
289;0.005780;0.186;0.143;0.910;0.640;3.430;3.559;3.423
290;0.005800;0.208;0.143;0.927;0.643;3.311;3.560;3.425
291;0.005820;0.197;0.144;0.916;0.645;3.682;3.561;3.423
292;0.005840;0.223;0.144;0.914;0.648;3.023;3.562;3.423
293;0.005860;0.231;0.145;0.948;0.651;2.617;3.563;3.424
294;0.005880;0.179;0.145;0.945;0.654;2.607;3.564;3.424
295;0.005900;0.169;0.146;0.912;0.656;2.441;3.565;3.423
296;0.005920;0.146;0.146;0.912;0.659;2.479;3.565;3.423
297;0.005940;0.146;0.147;0.923;0.662;2.765;3.566;3.422
298;0.005960;0.190;0.147;0.921;0.664;2.637;3.566;3.424
299;0.005980;0.151;0.148;0.930;0.667;2.628;3.566;3.424
300;0.006000;0.118;0.148;0.956;0.670;2.573;3.566;3.422
301;0.006020;0.168;0.148;0.974;0.673;2.393;3.566;3.425
302;0.006040;0.177;0.149;0.969;0.675;2.869;3.565;3.424
303;0.006060;0.184;0.149;0.936;0.678;2.673;3.565;3.422
304;0.006080;0.155;0.150;0.873;0.681;2.162;3.564;3.424
305;0.006100;0.139;0.150;0.840;0.683;2.349;3.563;3.422
306;0.006120;0.153;0.150;0.815;0.686;2.926;3.562;3.425
307;0.006140;0.151;0.151;0.789;0.689;2.648;3.561;3.425
308;0.006160;0.155;0.151;0.815;0.691;2.455;3.560;3.422
309;0.006180;0.137;0.152;0.813;0.694;2.422;3.558;3.425
310;0.006200;0.122;0.152;0.743;0.696;1.919;3.557;3.424
311;0.006220;0.128;0.152;0.731;0.699;1.822;3.555;3.424
312;0.006240;0.101;0.153;0.714;0.701;1.622;3.553;3.424
313;0.006260;0.119;0.153;0.738;0.704;1.641;3.551;3.425
314;0.006280;0.122;0.153;0.751;0.706;1.890;3.548;3.423
315;0.006300;0.140;0.154;0.782;0.708;2.322;3.545;3.422
316;0.006320;0.158;0.154;0.848;0.711;2.353;3.542;3.425
317;0.006340;0.164;0.154;0.848;0.713;2.106;3.539;3.425
318;0.006360;0.150;0.154;0.835;0.715;2.355;3.536;3.425
319;0.006380;0.179;0.155;0.925;0.717;2.585;3.533;3.423
320;0.006400;0.167;0.155;0.989;0.720;2.646;3.529;3.423
321;0.006420;0.165;0.155;0.996;0.722;2.653;3.526;3.426
322;0.006440;0.185;0.156;1.027;0.724;2.377;3.522;3.423
323;0.006460;0.183;0.156;1.099;0.726;2.228;3.519;3.423
324;0.006480;0.157;0.156;1.110;0.729;2.498;3.515;3.426
325;0.006500;0.184;0.156;1.100;0.731;2.732;3.511;3.424
326;0.006520;0.186;0.157;1.146;0.733;2.474;3.507;3.424
327;0.006540;0.167;0.157;1.187;0.736;2.860;3.503;3.423
328;0.006560;0.211;0.157;1.258;0.738;3.186;3.499;3.424
329;0.006580;0.214;0.157;1.298;0.741;2.933;3.495;3.425
330;0.006600;0.172;0.158;1.269;0.743;2.725;3.490;3.423
331;0.006620;0.161;0.158;1.260;0.745;3.100;3.486;3.422
332;0.006640;0.190;0.158;1.260;0.748;3.259;3.482;3.424
333;0.006660;0.198;0.159;1.243;0.751;3.398;3.478;3.425
334;0.006680;0.138;0.159;1.210;0.753;3.334;3.474;3.423
335;0.006700;0.142;0.159;1.210;0.756;3.970;3.470;3.423
336;0.006720;0.166;0.159;1.236;0.758;3.373;3.466;3.425
337;0.006740;0.148;0.160;1.221;0.761;3.301;3.462;3.424
338;0.006760;0.130;0.160;1.196;0.764;3.607;3.459;3.423
339;0.006780;0.134;0.160;1.238;0.767;3.624;3.455;3.423
340;0.006800;0.151;0.160;1.291;0.769;3.506;3.451;3.425
341;0.006820;0.146;0.161;1.262;0.772;3.210;3.448;3.425
342;0.006840;0.126;0.161;1.218;0.775;3.340;3.444;3.421
343;0.006860;0.133;0.161;1.198;0.778;3.138;3.441;3.425
344;0.006880;0.146;0.161;1.161;0.781;3.461;3.438;3.425
345;0.006900;0.145;0.161;1.113;0.783;3.054;3.434;3.422
346;0.006920;0.145;0.162;1.091;0.786;3.140;3.431;3.423
347;0.006940;0.144;0.162;1.053;0.789;3.345;3.428;3.424
348;0.006960;0.140;0.162;1.005;0.792;3.680;3.424;3.425
349;0.006980;0.143;0.162;0.936;0.795;3.131;3.421;3.423
350;0.007000;0.116;0.162;0.886;0.798;2.580;3.418;3.423
351;0.007020;0.120;0.162;0.886;0.800;3.745;3.415;3.425
352;0.007040;0.141;0.163;0.877;0.803;3.625;3.411;3.425
353;0.007060;0.113;0.163;0.820;0.806;3.536;3.408;3.423
354;0.007080;0.133;0.163;0.798;0.808;3.970;3.405;3.424
355;0.007100;0.137;0.163;0.762;0.811;3.391;3.403;3.426
356;0.007120;0.119;0.163;0.696;0.813;4.036;3.400;3.423
357;0.007140;0.114;0.163;0.648;0.816;3.942;3.397;3.423
358;0.007160;0.119;0.163;0.643;0.818;3.512;3.395;3.425
359;0.007180;0.134;0.163;0.630;0.821;3.276;3.392;3.424
360;0.007200;0.163;0.163;0.612;0.823;3.550;3.390;3.425
361;0.007220;0.164;0.163;0.613;0.825;3.395;3.387;3.423
362;0.007240;0.197;0.164;0.635;0.827;3.902;3.385;3.424
363;0.007260;0.248;0.164;0.683;0.829;3.580;3.383;3.426
364;0.007280;0.269;0.164;0.723;0.831;3.578;3.381;3.424
365;0.007300;0.264;0.164;0.775;0.833;3.144;3.379;3.423
366;0.007320;0.264;0.164;0.866;0.835;3.301;3.377;3.425
367;0.007340;0.234;0.164;0.921;0.837;4.222;3.375;3.426
368;0.007360;0.211;0.164;0.928;0.839;4.026;3.373;3.423
369;0.007380;0.153;0.164;0.934;0.841;3.556;3.371;3.423
370;0.007400;0.134;0.165;0.919;0.843;3.234;3.369;3.425
371;0.007420;0.158;0.165;0.894;0.844;3.770;3.368;3.425
372;0.007440;0.150;0.165;0.870;0.846;3.713;3.366;3.424
373;0.007460;0.179;0.165;0.894;0.848;3.312;3.364;3.423
374;0.007480;0.159;0.165;0.888;0.850;4.076;3.363;3.424
375;0.007500;0.119;0.165;0.826;0.851;3.783;3.362;3.426
376;0.007520;0.107;0.165;0.760;0.853;4.609;3.361;3.422
377;0.007540;0.103;0.165;0.714;0.855;3.078;3.359;3.425
378;0.007560;0.102;0.165;0.690;0.856;2.899;3.358;3.426
379;0.007580;0.102;0.166;0.648;0.858;3.605;3.357;3.424
380;0.007600;0.125;0.166;0.595;0.859;3.519;3.356;3.424
381;0.007620;0.125;0.166;0.579;0.861;3.094;3.355;3.424
382;0.007640;0.112;0.166;0.555;0.862;3.179;3.354;3.425
383;0.007660;0.085;0.166;0.494;0.863;3.062;3.353;3.424
384;0.007680;0.066;0.166;0.443;0.864;4.239;3.352;3.423
385;0.007700;0.092;0.166;0.476;0.865;4.847;3.351;3.424
386;0.007720;0.125;0.166;0.491;0.866;3.787;3.350;3.425
387;0.007740;0.156;0.166;0.493;0.867;3.490;3.350;3.425
388;0.007760;0.148;0.166;0.498;0.868;3.409;3.349;3.423
389;0.007780;0.152;0.166;0.522;0.869;3.483;3.349;3.423
390;0.007800;0.127;0.166;0.531;0.870;3.138;3.348;3.425
391;0.007820;0.101;0.166;0.498;0.870;2.814;3.348;3.424
