Configuration: 0703
Duration: 0.300 s
Sample Rate: 50 kHz
ConfigID: 7
Comment: 
MeasurementID: 341
Result: NOK
Date: 8/28/2020 1:43:31 PM
User Comment: 
Index;Time;P Raw;P Eps;T Raw;T Eps;BR Raw;BR Eps;AN Power
41;0.000820;0.102;0.006;0.396;0.014;5.349;0.313;3.424
42;0.000840;0.101;0.007;0.423;0.015;5.250;0.331;3.425
43;0.000860;0.091;0.007;0.406;0.016;5.116;0.350;3.423
44;0.000880;0.082;0.008;0.390;0.017;4.971;0.368;3.424
45;0.000900;0.081;0.008;0.372;0.019;4.819;0.388;3.426
46;0.000920;0.091;0.008;0.350;0.020;4.889;0.407;3.424
47;0.000940;0.062;0.009;0.328;0.021;4.757;0.427;3.423
48;0.000960;0.085;0.009;0.324;0.023;4.512;0.447;3.423
49;0.000980;0.084;0.010;0.311;0.024;4.486;0.468;3.424
50;0.001000;0.092;0.010;0.280;0.025;4.448;0.489;3.427
51;0.001020;0.090;0.011;0.262;0.027;4.726;0.510;3.422
52;0.001040;0.092;0.011;0.320;0.028;5.220;0.531;3.424
53;0.001060;0.102;0.012;0.335;0.030;5.533;0.553;3.426
54;0.001080;0.100;0.012;0.326;0.031;5.671;0.575;3.424
55;0.001100;0.089;0.012;0.319;0.033;5.616;0.597;3.423
56;0.001120;0.118;0.013;0.370;0.034;5.056;0.620;3.425
57;0.001140;0.135;0.013;0.428;0.036;4.244;0.643;3.424
58;0.001160;0.114;0.014;0.438;0.037;4.268;0.667;3.425
59;0.001180;0.105;0.014;0.423;0.039;4.228;0.690;3.423
60;0.001200;0.102;0.015;0.410;0.040;4.371;0.714;3.423
61;0.001220;0.139;0.015;0.416;0.042;4.645;0.738;3.427
62;0.001240;0.109;0.016;0.377;0.044;4.246;0.762;3.424
63;0.001260;0.098;0.016;0.331;0.045;4.327;0.786;3.421
64;0.001280;0.180;0.017;0.372;0.047;5.046;0.810;3.423
65;0.001300;0.194;0.017;0.449;0.049;4.440;0.834;3.425
66;0.001320;0.151;0.018;0.445;0.051;4.517;0.859;3.423
67;0.001340;0.127;0.019;0.441;0.053;4.759;0.884;3.425
68;0.001360;0.101;0.019;0.434;0.054;4.508;0.909;3.424
69;0.001380;0.105;0.020;0.399;0.056;4.609;0.934;3.424
70;0.001400;0.109;0.020;0.353;0.058;4.252;0.959;3.423
71;0.001420;0.151;0.021;0.372;0.060;4.351;0.984;3.423
72;0.001440;0.251;0.022;0.504;0.062;4.250;1.009;3.423
73;0.001460;0.277;0.022;0.657;0.064;3.466;1.035;3.426
74;0.001480;0.210;0.023;0.710;0.066;3.854;1.060;3.423
75;0.001500;0.163;0.024;0.688;0.068;4.785;1.085;3.422
76;0.001520;0.160;0.024;0.663;0.070;5.499;1.111;3.426
77;0.001540;0.125;0.025;0.590;0.072;5.468;1.136;3.423
78;0.001560;0.075;0.026;0.496;0.075;4.363;1.162;3.421
79;0.001580;0.089;0.026;0.467;0.077;3.988;1.188;3.425
80;0.001600;0.114;0.027;0.471;0.079;4.578;1.214;3.424
81;0.001620;0.134;0.028;0.461;0.081;4.429;1.240;3.423
82;0.001640;0.150;0.028;0.493;0.084;4.070;1.266;3.423
83;0.001660;0.246;0.029;0.575;0.086;3.882;1.292;3.423
84;0.001680;0.248;0.030;0.599;0.088;4.384;1.318;3.426
85;0.001700;0.172;0.030;0.546;0.091;4.620;1.344;3.426
86;0.001720;0.125;0.031;0.493;0.093;4.362;1.370;3.423
87;0.001740;0.134;0.032;0.458;0.096;4.153;1.396;3.424
88;0.001760;0.135;0.033;0.406;0.098;4.113;1.422;3.425
89;0.001780;0.114;0.034;0.396;0.101;3.940;1.448;3.422
90;0.001800;0.117;0.034;0.397;0.103;4.017;1.474;3.424
91;0.001820;0.135;0.035;0.385;0.106;3.842;1.500;3.425
92;0.001840;0.135;0.036;0.377;0.108;3.924;1.526;3.426
93;0.001860;0.109;0.037;0.350;0.111;3.803;1.552;3.425
94;0.001880;0.102;0.037;0.341;0.113;3.160;1.577;3.425
95;0.001900;0.113;0.038;0.383;0.116;3.452;1.603;3.425
96;0.001920;0.151;0.039;0.445;0.118;3.880;1.628;3.425
97;0.001940;0.184;0.040;0.513;0.121;3.593;1.653;3.422
98;0.001960;0.191;0.040;0.549;0.123;3.748;1.678;3.423
99;0.001980;0.166;0.041;0.536;0.126;3.481;1.703;3.426
100;0.002000;0.124;0.042;0.478;0.128;3.314;1.728;3.423
101;0.002020;0.111;0.043;0.427;0.131;3.558;1.752;3.423
102;0.002040;0.140;0.043;0.419;0.133;3.287;1.776;3.426
103;0.002060;0.190;0.044;0.430;0.136;3.175;1.801;3.426
104;0.002080;0.130;0.045;0.408;0.138;3.525;1.825;3.425
105;0.002100;0.103;0.046;0.397;0.141;3.470;1.848;3.424
106;0.002120;0.138;0.047;0.434;0.144;3.387;1.872;3.424
107;0.002140;0.132;0.047;0.505;0.146;3.739;1.896;3.425
108;0.002160;0.129;0.048;0.531;0.149;3.534;1.919;3.426
109;0.002180;0.171;0.049;0.558;0.151;2.794;1.942;3.420
110;0.002200;0.174;0.050;0.604;0.154;2.640;1.965;3.424
111;0.002220;0.156;0.051;0.597;0.156;2.747;1.988;3.425
112;0.002240;0.110;0.051;0.524;0.159;2.741;2.010;3.424
113;0.002260;0.134;0.052;0.535;0.162;2.889;2.032;3.424
114;0.002280;0.198;0.053;0.688;0.164;3.625;2.054;3.425
115;0.002300;0.152;0.054;0.778;0.167;3.309;2.076;3.426
116;0.002320;0.121;0.055;0.742;0.170;3.052;2.097;3.423
117;0.002340;0.188;0.055;0.764;0.173;3.389;2.118;3.425
118;0.002360;0.169;0.056;0.784;0.175;3.569;2.140;3.424
119;0.002380;0.206;0.057;0.813;0.178;4.023;2.160;3.423
120;0.002400;0.216;0.058;0.851;0.181;4.603;2.181;3.423
121;0.002420;0.178;0.059;0.800;0.184;4.083;2.202;3.423
122;0.002440;0.227;0.059;0.784;0.187;3.221;2.223;3.424
123;0.002460;0.217;0.060;0.813;0.190;2.963;2.244;3.424
124;0.002480;0.187;0.061;0.875;0.193;3.168;2.264;3.425
125;0.002500;0.169;0.062;0.950;0.196;3.444;2.284;3.423
126;0.002520;0.150;0.063;0.976;0.200;3.534;2.304;3.425
127;0.002540;0.135;0.064;0.901;0.203;3.190;2.324;3.424
128;0.002560;0.108;0.065;0.775;0.206;3.069;2.343;3.423
129;0.002580;0.116;0.065;0.749;0.210;3.431;2.363;3.423
130;0.002600;0.126;0.066;0.742;0.213;3.721;2.382;3.425
131;0.002620;0.118;0.067;0.699;0.216;3.463;2.401;3.423
132;0.002640;0.108;0.068;0.681;0.220;3.283;2.420;3.422
133;0.002660;0.098;0.069;0.656;0.223;3.096;2.438;3.424
134;0.002680;0.116;0.069;0.606;0.227;3.384;2.457;3.425
135;0.002700;0.086;0.070;0.549;0.230;3.408;2.475;3.423
136;0.002720;0.088;0.071;0.513;0.234;3.583;2.493;3.423
137;0.002740;0.088;0.072;0.522;0.237;4.092;2.511;3.423
138;0.002760;0.094;0.073;0.511;0.240;4.653;2.529;3.425
139;0.002780;0.075;0.073;0.478;0.244;4.768;2.547;3.423
140;0.002800;0.073;0.074;0.460;0.247;4.464;2.565;3.423
141;0.002820;0.083;0.075;0.461;0.251;4.442;2.583;3.424
142;0.002840;0.103;0.076;0.469;0.254;3.907;2.601;3.423
143;0.002860;0.122;0.076;0.540;0.257;3.827;2.618;3.422
144;0.002880;0.120;0.077;0.632;0.260;3.464;2.636;3.425
145;0.002900;0.127;0.078;0.661;0.264;4.065;2.653;3.425
146;0.002920;0.112;0.078;0.670;0.267;4.208;2.671;3.426
147;0.002940;0.093;0.079;0.635;0.270;4.116;2.688;3.422
148;0.002960;0.099;0.080;0.591;0.274;4.111;2.705;3.425
149;0.002980;0.082;0.080;0.544;0.277;4.490;2.723;3.426
150;0.003000;0.088;0.081;0.491;0.280;4.572;2.740;3.424
151;0.003020;0.080;0.082;0.441;0.283;4.598;2.757;3.422
152;0.003040;0.094;0.082;0.421;0.287;4.894;2.774;3.425
153;0.003060;0.094;0.083;0.405;0.290;5.114;2.791;3.426
154;0.003080;0.084;0.084;0.357;0.293;4.572;2.808;3.422
155;0.003100;0.073;0.084;0.324;0.296;4.286;2.825;3.424
156;0.003120;0.070;0.085;0.306;0.299;4.391;2.842;3.425
157;0.003140;0.059;0.085;0.273;0.302;4.686;2.859;3.426
158;0.003160;0.080;0.086;0.264;0.305;4.655;2.876;3.424
159;0.003180;0.114;0.086;0.315;0.308;4.473;2.893;3.424
160;0.003200;0.158;0.087;0.412;0.310;4.146;2.910;3.426
161;0.003220;0.161;0.088;0.513;0.313;4.481;2.927;3.424
162;0.003240;0.125;0.088;0.575;0.316;5.198;2.944;3.423
163;0.003260;0.114;0.089;0.580;0.319;4.764;2.961;3.423
164;0.003280;0.120;0.089;0.575;0.322;4.803;2.978;3.424
165;0.003300;0.108;0.090;0.551;0.324;4.834;2.994;3.425
166;0.003320;0.082;0.090;0.504;0.327;4.429;3.011;3.424
167;0.003340;0.116;0.091;0.520;0.330;4.669;3.028;3.424
168;0.003360;0.161;0.091;0.595;0.332;4.263;3.045;3.426
169;0.003380;0.229;0.092;0.677;0.335;4.054;3.061;3.426
170;0.003400;0.193;0.092;0.707;0.338;4.568;3.078;3.423
171;0.003420;0.168;0.093;0.767;0.340;4.065;3.094;3.423
172;0.003440;0.159;0.093;0.793;0.343;3.442;3.110;3.426
173;0.003460;0.113;0.094;0.690;0.346;3.845;3.126;3.426
174;0.003480;0.101;0.095;0.588;0.349;4.336;3.142;3.423
175;0.003500;0.129;0.095;0.527;0.351;4.825;3.158;3.423
176;0.003520;0.096;0.096;0.434;0.354;5.147;3.174;3.426
177;0.003540;0.078;0.096;0.374;0.357;5.012;3.189;3.423
178;0.003560;0.090;0.097;0.353;0.359;4.775;3.205;3.423
179;0.003580;0.165;0.097;0.394;0.362;4.232;3.221;3.425
180;0.003600;0.245;0.098;0.476;0.365;4.105;3.237;3.426
181;0.003620;0.255;0.098;0.526;0.367;3.777;3.252;3.422
182;0.003640;0.274;0.099;0.579;0.370;3.772;3.267;3.424
183;0.003660;0.229;0.099;0.613;0.372;3.474;3.282;3.424
184;0.003680;0.111;0.100;0.520;0.375;3.763;3.297;3.425
185;0.003700;0.088;0.100;0.410;0.377;4.391;3.312;3.423
186;0.003720;0.128;0.101;0.416;0.379;4.122;3.327;3.423
187;0.003740;0.167;0.101;0.461;0.382;4.111;3.341;3.425
188;0.003760;0.223;0.102;0.522;0.384;3.138;3.355;3.424
189;0.003780;0.211;0.102;0.588;0.387;3.166;3.369;3.422
190;0.003800;0.153;0.103;0.560;0.389;3.972;3.383;3.424
191;0.003820;0.176;0.103;0.524;0.391;3.657;3.397;3.425
192;0.003840;0.258;0.104;0.582;0.393;3.303;3.410;3.425
193;0.003860;0.245;0.105;0.612;0.396;3.787;3.423;3.424
194;0.003880;0.178;0.105;0.568;0.398;3.400;3.436;3.423
195;0.003900;0.201;0.106;0.524;0.400;3.311;3.449;3.425
196;0.003920;0.191;0.106;0.487;0.403;3.287;3.462;3.423
197;0.003940;0.187;0.107;0.458;0.405;3.267;3.474;3.423
198;0.003960;0.178;0.107;0.483;0.407;3.658;3.486;3.426
199;0.003980;0.205;0.108;0.524;0.409;3.104;3.498;3.425
200;0.004000;0.261;0.109;0.604;0.411;2.772;3.509;3.423
201;0.004020;0.193;0.109;0.667;0.413;3.142;3.520;3.426
202;0.004040;0.226;0.110;0.694;0.415;3.688;3.531;3.426
203;0.004060;0.280;0.110;0.672;0.418;3.203;3.542;3.423
204;0.004080;0.190;0.111;0.646;0.420;3.951;3.553;3.426
205;0.004100;0.160;0.112;0.621;0.422;3.391;3.563;3.422
206;0.004120;0.166;0.112;0.597;0.424;2.899;3.573;3.423
207;0.004140;0.147;0.113;0.568;0.426;2.615;3.583;3.426
208;0.004160;0.145;0.114;0.582;0.428;2.325;3.593;3.422
209;0.004180;0.156;0.114;0.623;0.430;2.787;3.602;3.424
210;0.004200;0.189;0.115;0.681;0.432;3.345;3.611;3.428
211;0.004220;0.219;0.115;0.734;0.435;3.040;3.620;3.425
212;0.004240;0.198;0.116;0.789;0.437;2.805;3.628;3.423
213;0.004260;0.175;0.117;0.811;0.439;2.567;3.637;3.425
214;0.004280;0.158;0.117;0.797;0.441;2.847;3.645;3.425
215;0.004300;0.146;0.118;0.736;0.443;2.966;3.652;3.425
216;0.004320;0.139;0.118;0.674;0.445;2.878;3.660;3.424
217;0.004340;0.125;0.119;0.641;0.447;2.695;3.667;3.423
218;0.004360;0.174;0.120;0.656;0.450;2.657;3.674;3.427
219;0.004380;0.214;0.120;0.703;0.452;2.853;3.680;3.425
220;0.004400;0.135;0.121;0.729;0.454;2.770;3.687;3.423
221;0.004420;0.137;0.121;0.769;0.456;2.921;3.693;3.427
222;0.004440;0.162;0.122;0.791;0.458;2.935;3.699;3.427
223;0.004460;0.138;0.123;0.760;0.460;3.043;3.704;3.423
224;0.004480;0.135;0.123;0.754;0.462;3.582;3.710;3.426
225;0.004500;0.146;0.124;0.828;0.465;3.360;3.715;3.423
226;0.004520;0.149;0.124;0.916;0.467;3.653;3.720;3.425
227;0.004540;0.119;0.125;0.879;0.469;3.127;3.725;3.426
228;0.004560;0.106;0.125;0.813;0.471;3.102;3.730;3.423
229;0.004580;0.137;0.126;0.824;0.474;3.430;3.735;3.424
230;0.004600;0.146;0.126;0.850;0.476;3.622;3.739;3.427
231;0.004620;0.133;0.127;0.828;0.478;3.296;3.744;3.422
232;0.004640;0.119;0.127;0.813;0.481;3.521;3.748;3.423
233;0.004660;0.135;0.128;0.818;0.483;3.940;3.752;3.426
234;0.004680;0.134;0.128;0.791;0.485;4.096;3.757;3.424
235;0.004700;0.101;0.129;0.758;0.488;3.607;3.761;3.425
236;0.004720;0.093;0.129;0.714;0.490;3.069;3.765;3.423
237;0.004740;0.118;0.130;0.685;0.492;4.017;3.769;3.425
238;0.004760;0.107;0.130;0.681;0.495;3.607;3.773;3.426
239;0.004780;0.103;0.130;0.656;0.497;3.188;3.776;3.424
240;0.004800;0.100;0.131;0.661;0.499;3.891;3.780;3.422
241;0.004820;0.114;0.131;0.714;0.502;4.083;3.783;3.428
242;0.004840;0.122;0.132;0.758;0.504;3.889;3.787;3.424
243;0.004860;0.106;0.132;0.760;0.506;3.605;3.790;3.423
244;0.004880;0.117;0.132;0.762;0.509;3.576;3.794;3.426
245;0.004900;0.113;0.133;0.760;0.511;3.514;3.797;3.424
246;0.004920;0.117;0.133;0.707;0.513;4.067;3.800;3.426
247;0.004940;0.103;0.134;0.667;0.515;4.199;3.804;3.424
248;0.004960;0.092;0.134;0.624;0.518;4.226;3.807;3.421
249;0.004980;0.092;0.134;0.564;0.520;4.001;3.810;3.425
250;0.005000;0.084;0.134;0.518;0.522;4.208;3.813;3.426
251;0.005020;0.066;0.135;0.474;0.524;4.451;3.816;3.423
252;0.005040;0.082;0.135;0.445;0.526;4.426;3.819;3.425
253;0.005060;0.103;0.135;0.447;0.528;3.944;3.823;3.427
254;0.005080;0.096;0.136;0.416;0.530;3.935;3.826;3.423
255;0.005100;0.091;0.136;0.385;0.532;3.858;3.829;3.425
256;0.005120;0.093;0.136;0.401;0.534;3.915;3.832;3.423
257;0.005140;0.109;0.136;0.417;0.536;3.550;3.835;3.424
258;0.005160;0.103;0.136;0.392;0.538;4.050;3.838;3.426
259;0.005180;0.109;0.137;0.403;0.540;3.885;3.841;3.421
260;0.005200;0.138;0.137;0.441;0.541;3.911;3.844;3.423
261;0.005220;0.156;0.137;0.483;0.543;3.825;3.847;3.426
262;0.005240;0.163;0.137;0.546;0.545;4.294;3.850;3.424
263;0.005260;0.146;0.137;0.566;0.546;4.576;3.853;3.423
264;0.005280;0.137;0.138;0.555;0.548;4.100;3.856;3.427
265;0.005300;0.152;0.138;0.535;0.549;3.891;3.859;3.425
266;0.005320;0.154;0.138;0.529;0.551;3.684;3.861;3.424
267;0.005340;0.146;0.138;0.538;0.552;2.789;3.864;3.423
268;0.005360;0.191;0.138;0.617;0.554;3.572;3.867;3.423
269;0.005380;0.241;0.139;0.729;0.555;4.092;3.869;3.426
270;0.005400;0.214;0.139;0.793;0.557;4.052;3.872;3.424
271;0.005420;0.177;0.139;0.813;0.558;3.787;3.874;3.421
272;0.005440;0.180;0.139;0.802;0.560;4.365;3.876;3.424
273;0.005460;0.150;0.139;0.764;0.561;4.942;3.879;3.425
274;0.005480;0.138;0.140;0.714;0.562;4.609;3.881;3.424
275;0.005500;0.125;0.140;0.672;0.564;4.444;3.884;3.424
276;0.005520;0.140;0.140;0.663;0.565;3.556;3.887;3.425
277;0.005540;0.148;0.140;0.641;0.567;4.481;3.889;3.426
278;0.005560;0.151;0.140;0.606;0.568;3.981;3.892;3.422
279;0.005580;0.109;0.141;0.562;0.570;4.164;3.894;3.423
280;0.005600;0.108;0.141;0.535;0.571;5.081;3.897;3.425
281;0.005620;0.125;0.141;0.526;0.572;3.739;3.900;3.425
282;0.005640;0.135;0.141;0.493;0.574;3.221;3.902;3.423
283;0.005660;0.196;0.141;0.518;0.575;3.653;3.905;3.423
284;0.005680;0.248;0.142;0.575;0.576;3.805;3.907;3.425
285;0.005700;0.285;0.142;0.635;0.578;3.468;3.909;3.425
286;0.005720;0.449;0.142;0.742;0.579;3.296;3.912;3.423
287;0.005740;0.523;0.142;0.917;0.580;3.032;3.914;3.423
288;0.005760;0.364;0.143;0.970;0.581;3.787;3.916;3.424
289;0.005780;0.235;0.143;0.903;0.583;3.040;3.917;3.424
290;0.005800;0.208;0.143;0.864;0.584;2.778;3.919;3.423
291;0.005820;0.238;0.144;0.888;0.585;2.783;3.921;3.421
292;0.005840;0.256;0.144;1.013;0.587;2.842;3.922;3.425
293;0.005860;0.225;0.144;1.049;0.588;3.051;3.923;3.425
294;0.005880;0.266;0.145;1.011;0.590;2.884;3.924;3.422
295;0.005900;0.309;0.145;1.049;0.591;2.743;3.925;3.424
296;0.005920;0.277;0.145;1.036;0.593;2.844;3.925;3.425
297;0.005940;0.240;0.146;0.917;0.594;2.878;3.926;3.423
298;0.005960;0.171;0.146;0.764;0.596;2.450;3.926;3.425
299;0.005980;0.092;0.147;0.685;0.597;2.820;3.926;3.422
300;0.006000;0.135;0.147;0.646;0.599;2.747;3.926;3.427
301;0.006020;0.174;0.148;0.601;0.601;2.708;3.925;3.425
302;0.006040;0.150;0.148;0.560;0.602;2.580;3.925;3.419
303;0.006060;0.156;0.148;0.564;0.604;2.474;3.924;3.423
304;0.006080;0.163;0.149;0.547;0.605;2.595;3.923;3.425
305;0.006100;0.155;0.149;0.531;0.607;2.770;3.922;3.426
306;0.006120;0.122;0.149;0.489;0.608;2.895;3.920;3.426
307;0.006140;0.109;0.150;0.469;0.609;2.974;3.919;3.426
308;0.006160;0.130;0.150;0.480;0.611;3.111;3.917;3.426
309;0.006180;0.124;0.151;0.467;0.612;2.836;3.916;3.428
310;0.006200;0.110;0.151;0.430;0.613;2.763;3.914;3.422
311;0.006220;0.112;0.151;0.449;0.614;2.732;3.912;3.423
312;0.006240;0.157;0.151;0.509;0.615;2.569;3.910;3.425
313;0.006260;0.141;0.152;0.509;0.617;2.551;3.907;3.422
314;0.006280;0.143;0.152;0.547;0.618;2.582;3.905;3.423
315;0.006300;0.195;0.152;0.670;0.619;2.435;3.902;3.425
316;0.006320;0.297;0.153;0.850;0.620;2.512;3.899;3.426
317;0.006340;0.232;0.153;0.912;0.621;3.087;3.896;3.427
318;0.006360;0.162;0.153;0.872;0.622;3.549;3.893;3.428
319;0.006380;0.219;0.154;0.987;0.623;3.734;3.890;3.425
320;0.006400;0.211;0.154;1.088;0.624;3.208;3.887;3.425
321;0.006420;0.182;0.154;1.091;0.625;2.816;3.884;3.427
322;0.006440;0.201;0.155;1.099;0.626;2.964;3.881;3.421
323;0.006460;0.184;0.155;1.077;0.628;2.629;3.878;3.421
324;0.006480;0.152;0.155;0.980;0.629;2.419;3.874;3.423
325;0.006500;0.145;0.155;0.923;0.630;2.889;3.871;3.424
326;0.006520;0.199;0.156;0.952;0.632;3.393;3.867;3.424
327;0.006540;0.232;0.156;1.035;0.633;2.877;3.863;3.427
328;0.006560;0.217;0.156;1.073;0.635;2.549;3.859;3.428
329;0.006580;0.179;0.157;1.058;0.636;3.290;3.856;3.428
330;0.006600;0.183;0.157;1.042;0.638;3.159;3.852;3.425
331;0.006620;0.164;0.157;1.047;0.639;2.888;3.848;3.424
332;0.006640;0.138;0.158;1.025;0.641;3.008;3.844;3.423
333;0.006660;0.146;0.158;1.005;0.642;3.701;3.839;3.424
334;0.006680;0.146;0.158;0.981;0.644;3.781;3.835;3.424
335;0.006700;0.146;0.158;1.016;0.646;3.115;3.831;3.426
336;0.006720;0.163;0.159;1.035;0.647;2.693;3.827;3.423
337;0.006740;0.152;0.159;0.987;0.649;3.091;3.823;3.426
338;0.006760;0.103;0.159;0.947;0.651;3.032;3.819;3.424
339;0.006780;0.113;0.160;0.974;0.653;2.964;3.815;3.423
340;0.006800;0.125;0.160;0.983;0.655;2.943;3.810;3.426
341;0.006820;0.117;0.160;0.925;0.656;3.241;3.806;3.424
342;0.006840;0.115;0.160;0.892;0.658;3.607;3.802;3.423
343;0.006860;0.129;0.160;0.879;0.660;3.541;3.797;3.425
344;0.006880;0.132;0.161;0.894;0.662;3.918;3.793;3.426
345;0.006900;0.111;0.161;0.888;0.664;4.140;3.789;3.424
346;0.006920;0.108;0.161;0.837;0.666;3.896;3.785;3.423
347;0.006940;0.104;0.161;0.782;0.667;3.508;3.781;3.425
348;0.006960;0.115;0.161;0.743;0.669;3.746;3.777;3.425
349;0.006980;0.114;0.162;0.667;0.671;3.633;3.773;3.424
350;0.007000;0.088;0.162;0.595;0.673;3.459;3.769;3.423
351;0.007020;0.074;0.162;0.575;0.674;3.257;3.765;3.425
352;0.007040;0.082;0.162;0.547;0.676;4.473;3.761;3.427
353;0.007060;0.102;0.162;0.538;0.678;4.122;3.758;3.423
354;0.007080;0.121;0.162;0.544;0.679;3.472;3.754;3.424
355;0.007100;0.101;0.162;0.527;0.681;3.693;3.751;3.426
356;0.007120;0.107;0.162;0.476;0.682;4.671;3.747;3.423
357;0.007140;0.065;0.162;0.417;0.684;4.409;3.744;3.424
358;0.007160;0.042;0.162;0.361;0.685;4.616;3.741;3.424
359;0.007180;0.087;0.162;0.366;0.686;4.603;3.738;3.423
360;0.007200;0.115;0.162;0.396;0.688;3.962;3.735;3.425
361;0.007220;0.131;0.162;0.403;0.689;3.723;3.733;3.424
362;0.007240;0.114;0.162;0.427;0.690;3.953;3.730;3.421
363;0.007260;0.157;0.162;0.461;0.691;4.440;3.728;3.427
364;0.007280;0.146;0.162;0.452;0.692;4.222;3.725;3.424
365;0.007300;0.117;0.162;0.419;0.693;3.812;3.723;3.422
366;0.007320;0.154;0.162;0.432;0.694;4.107;3.721;3.422
367;0.007340;0.225;0.162;0.494;0.694;3.917;3.719;3.423
368;0.007360;0.211;0.162;0.500;0.695;3.723;3.717;3.426
369;0.007380;0.188;0.162;0.461;0.696;3.810;3.715;3.424
370;0.007400;0.219;0.162;0.450;0.696;3.807;3.713;3.423
371;0.007420;0.364;0.162;0.579;0.697;3.968;3.711;3.427
372;0.007440;0.394;0.162;0.749;0.698;4.545;3.709;3.427
373;0.007460;0.278;0.162;0.764;0.698;4.622;3.707;3.422
374;0.007480;0.170;0.162;0.672;0.699;4.374;3.706;3.423
375;0.007500;0.135;0.163;0.623;0.699;4.488;3.705;3.426
376;0.007520;0.129;0.163;0.551;0.700;3.442;3.703;3.423
377;0.007540;0.070;0.163;0.472;0.700;4.477;3.702;3.423
378;0.007560;0.083;0.163;0.450;0.701;4.891;3.701;3.424
379;0.007580;0.087;0.163;0.430;0.701;4.039;3.700;3.424
380;0.007600;0.101;0.163;0.390;0.702;4.547;3.699;3.425
381;0.007620;0.102;0.163;0.377;0.702;4.268;3.699;3.424
382;0.007640;0.153;0.163;0.430;0.702;3.880;3.698;3.424
383;0.007660;0.244;0.163;0.469;0.702;3.527;3.698;3.427
384;0.007680;0.230;0.163;0.480;0.703;3.477;3.697;3.424
385;0.007700;0.201;0.163;0.498;0.703;3.536;3.696;3.423
386;0.007720;0.192;0.163;0.522;0.703;3.735;3.696;3.425
387;0.007740;0.211;0.163;0.544;0.703;3.539;3.695;3.424
388;0.007760;0.215;0.163;0.540;0.703;3.345;3.695;3.424
389;0.007780;0.174;0.163;0.553;0.703;3.091;3.694;3.424
390;0.007800;0.173;0.163;0.584;0.703;3.091;3.693;3.423
391;0.007820;0.146;0.163;0.579;0.703;2.935;3.693;3.427
