Configuration: 0703
Duration: 0.300 s
Sample Rate: 50 kHz
ConfigID: 7
Comment: 
MeasurementID: 352
Result: NOK
Date: 8/28/2020 2:37:30 PM
User Comment: 
Index;Time;P Raw;P Eps;T Raw;T Eps;BR Raw;BR Eps;AN Power
96;0.001920;0.104;0.026;0.335;0.088;3.115;1.284;3.423
97;0.001940;0.108;0.027;0.317;0.090;3.272;1.304;3.423
98;0.001960;0.125;0.027;0.335;0.092;3.224;1.324;3.424
99;0.001980;0.145;0.028;0.348;0.093;3.312;1.344;3.425
100;0.002000;0.125;0.029;0.328;0.095;3.192;1.364;3.426
101;0.002020;0.081;0.029;0.300;0.097;3.245;1.384;3.423
102;0.002040;0.092;0.030;0.302;0.098;3.270;1.404;3.424
103;0.002060;0.103;0.030;0.298;0.100;2.816;1.424;3.426
104;0.002080;0.136;0.031;0.289;0.101;2.507;1.444;3.424
105;0.002100;0.122;0.031;0.317;0.103;2.886;1.463;3.423
106;0.002120;0.132;0.032;0.357;0.105;2.664;1.482;3.426
107;0.002140;0.122;0.032;0.374;0.106;2.465;1.502;3.424
108;0.002160;0.096;0.033;0.364;0.108;2.639;1.521;3.423
109;0.002180;0.097;0.034;0.386;0.110;2.750;1.540;3.424
110;0.002200;0.134;0.034;0.416;0.112;2.514;1.558;3.426
111;0.002220;0.147;0.035;0.449;0.113;2.386;1.577;3.425
112;0.002240;0.147;0.035;0.493;0.115;2.349;1.595;3.424
113;0.002260;0.174;0.036;0.564;0.117;2.082;1.613;3.423
114;0.002280;0.157;0.036;0.608;0.119;2.150;1.631;3.426
115;0.002300;0.176;0.037;0.593;0.121;2.106;1.649;3.425
116;0.002320;0.173;0.038;0.604;0.122;2.117;1.666;3.423
117;0.002340;0.182;0.038;0.676;0.124;2.287;1.684;3.426
118;0.002360;0.223;0.039;0.740;0.126;2.468;1.701;3.427
119;0.002380;0.302;0.040;0.829;0.128;2.532;1.717;3.426
120;0.002400;0.297;0.040;0.934;0.131;2.776;1.734;3.424
121;0.002420;0.257;0.041;1.007;0.133;3.149;1.751;3.424
122;0.002440;0.277;0.042;1.014;0.135;2.606;1.767;3.426
123;0.002460;0.191;0.043;0.939;0.137;2.281;1.783;3.426
124;0.002480;0.113;0.043;0.831;0.140;2.362;1.799;3.424
125;0.002500;0.124;0.044;0.820;0.143;2.866;1.815;3.425
126;0.002520;0.169;0.045;0.877;0.145;2.891;1.831;3.427
127;0.002540;0.133;0.046;0.855;0.148;2.201;1.847;3.423
128;0.002560;0.092;0.046;0.802;0.151;2.236;1.862;3.424
129;0.002580;0.105;0.047;0.800;0.153;2.520;1.877;3.427
130;0.002600;0.121;0.048;0.782;0.156;2.968;1.892;3.426
131;0.002620;0.112;0.049;0.800;0.159;2.780;1.907;3.424
132;0.002640;0.114;0.049;0.822;0.162;3.250;1.922;3.424
133;0.002660;0.135;0.050;0.826;0.165;2.959;1.937;3.426
134;0.002680;0.102;0.051;0.778;0.168;2.520;1.952;3.425
135;0.002700;0.092;0.052;0.723;0.171;3.173;1.966;3.424
136;0.002720;0.121;0.053;0.756;0.174;3.424;1.981;3.424
137;0.002740;0.133;0.053;0.802;0.178;3.505;1.995;3.427
138;0.002760;0.116;0.054;0.818;0.181;4.052;2.009;3.425
139;0.002780;0.092;0.055;0.828;0.184;4.153;2.024;3.423
140;0.002800;0.115;0.055;0.875;0.187;3.724;2.038;3.425
141;0.002820;0.113;0.056;0.884;0.191;3.651;2.053;3.425
142;0.002840;0.090;0.057;0.862;0.194;3.843;2.067;3.424
143;0.002860;0.103;0.058;0.851;0.197;3.444;2.082;3.426
144;0.002880;0.114;0.058;0.835;0.201;3.089;2.097;3.425
145;0.002900;0.103;0.059;0.753;0.204;3.441;2.111;3.426
146;0.002920;0.083;0.060;0.645;0.208;3.214;2.125;3.424
147;0.002940;0.092;0.060;0.591;0.212;3.527;2.140;3.423
148;0.002960;0.096;0.061;0.560;0.215;3.973;2.154;3.426
149;0.002980;0.085;0.062;0.502;0.219;3.909;2.168;3.426
150;0.003000;0.077;0.062;0.452;0.222;3.351;2.182;3.423
151;0.003020;0.088;0.063;0.445;0.226;3.638;2.197;3.424
152;0.003040;0.092;0.064;0.428;0.229;3.895;2.211;3.426
153;0.003060;0.082;0.064;0.403;0.233;3.735;2.225;3.423
154;0.003080;0.081;0.065;0.383;0.236;3.660;2.239;3.424
155;0.003100;0.077;0.066;0.403;0.239;2.899;2.253;3.425
156;0.003120;0.068;0.066;0.388;0.243;3.519;2.268;3.425
157;0.003140;0.074;0.067;0.361;0.246;4.146;2.282;3.425
158;0.003160;0.062;0.067;0.322;0.249;4.188;2.296;3.422
159;0.003180;0.080;0.068;0.328;0.252;3.757;2.310;3.425
160;0.003200;0.097;0.069;0.335;0.256;3.706;2.324;3.428
161;0.003220;0.077;0.069;0.328;0.259;2.904;2.338;3.424
162;0.003240;0.046;0.070;0.335;0.262;3.065;2.352;3.425
163;0.003260;0.071;0.070;0.352;0.265;3.596;2.365;3.427
164;0.003280;0.101;0.071;0.350;0.268;3.364;2.379;3.426
165;0.003300;0.084;0.071;0.337;0.271;3.538;2.393;3.424
166;0.003320;0.070;0.072;0.326;0.274;3.089;2.406;3.423
167;0.003340;0.106;0.072;0.348;0.277;3.164;2.419;3.424
168;0.003360;0.134;0.073;0.399;0.279;2.512;2.433;3.427
169;0.003380;0.140;0.074;0.434;0.282;2.573;2.446;3.426
170;0.003400;0.111;0.074;0.427;0.285;3.085;2.459;3.424
171;0.003420;0.112;0.075;0.434;0.288;3.049;2.471;3.426
172;0.003440;0.114;0.075;0.421;0.290;2.745;2.484;3.425
173;0.003460;0.075;0.076;0.385;0.293;2.807;2.496;3.423
174;0.003480;0.086;0.076;0.394;0.296;3.378;2.509;3.425
175;0.003500;0.106;0.077;0.408;0.298;2.886;2.521;3.426
176;0.003520;0.127;0.077;0.439;0.301;2.842;2.533;3.427
177;0.003540;0.131;0.078;0.496;0.304;3.076;2.545;3.426
178;0.003560;0.132;0.078;0.536;0.306;2.443;2.556;3.424
179;0.003580;0.198;0.078;0.604;0.309;2.717;2.568;3.427
180;0.003600;0.179;0.079;0.657;0.311;2.618;2.579;3.426
181;0.003620;0.119;0.079;0.637;0.314;2.567;2.590;3.423
182;0.003640;0.116;0.080;0.634;0.316;2.950;2.601;3.426
183;0.003660;0.124;0.080;0.635;0.319;3.146;2.612;3.427
184;0.003680;0.132;0.081;0.606;0.321;2.994;2.623;3.424
185;0.003700;0.170;0.081;0.562;0.324;2.963;2.633;3.424
186;0.003720;0.245;0.082;0.575;0.327;2.783;2.644;3.427
187;0.003740;0.274;0.082;0.586;0.329;2.562;2.654;3.425
188;0.003760;0.237;0.083;0.551;0.332;2.499;2.664;3.425
189;0.003780;0.159;0.084;0.522;0.334;2.520;2.674;3.424
190;0.003800;0.149;0.084;0.524;0.337;2.840;2.683;3.426
191;0.003820;0.147;0.085;0.498;0.339;3.118;2.693;3.426
192;0.003840;0.132;0.085;0.465;0.342;2.880;2.702;3.425
193;0.003860;0.131;0.086;0.487;0.344;2.693;2.712;3.424
194;0.003880;0.190;0.086;0.496;0.347;2.785;2.721;3.426
195;0.003900;0.188;0.087;0.474;0.349;3.118;2.730;3.425
196;0.003920;0.168;0.087;0.458;0.352;3.105;2.738;3.423
197;0.003940;0.148;0.088;0.450;0.354;2.842;2.747;3.426
198;0.003960;0.147;0.089;0.445;0.356;2.899;2.756;3.426
199;0.003980;0.137;0.089;0.432;0.359;2.664;2.764;3.425
200;0.004000;0.099;0.090;0.394;0.361;2.569;2.773;3.424
201;0.004020;0.104;0.090;0.396;0.363;2.673;2.781;3.425
202;0.004040;0.112;0.091;0.423;0.365;2.496;2.789;3.426
203;0.004060;0.103;0.091;0.386;0.368;2.380;2.796;3.424
204;0.004080;0.089;0.092;0.359;0.370;1.954;2.804;3.423
205;0.004100;0.114;0.092;0.428;0.372;2.135;2.811;3.427
206;0.004120;0.108;0.093;0.445;0.374;2.089;2.819;3.427
207;0.004140;0.083;0.093;0.385;0.376;1.734;2.825;3.423
208;0.004160;0.073;0.094;0.368;0.378;2.040;2.832;3.423
209;0.004180;0.114;0.094;0.410;0.380;2.307;2.838;3.424
210;0.004200;0.123;0.095;0.421;0.382;2.005;2.844;3.425
211;0.004220;0.085;0.095;0.386;0.384;1.826;2.850;3.426
212;0.004240;0.109;0.096;0.392;0.386;1.965;2.856;3.425
213;0.004260;0.087;0.096;0.396;0.388;1.622;2.861;3.426
214;0.004280;0.098;0.097;0.396;0.390;1.661;2.866;3.427
215;0.004300;0.084;0.097;0.379;0.391;1.630;2.871;3.423
216;0.004320;0.095;0.098;0.396;0.393;1.917;2.876;3.423
217;0.004340;0.132;0.098;0.505;0.395;2.232;2.880;3.426
218;0.004360;0.113;0.098;0.540;0.397;2.029;2.884;3.425
219;0.004380;0.122;0.099;0.582;0.398;2.040;2.888;3.425
220;0.004400;0.153;0.099;0.677;0.400;2.340;2.892;3.425
221;0.004420;0.190;0.100;0.809;0.402;3.051;2.895;3.425
222;0.004440;0.169;0.100;0.831;0.404;2.054;2.899;3.426
223;0.004460;0.118;0.101;0.767;0.405;1.620;2.902;3.423
224;0.004480;0.146;0.101;0.791;0.407;2.432;2.905;3.424
225;0.004500;0.221;0.101;0.886;0.409;2.384;2.908;3.427
226;0.004520;0.170;0.102;0.881;0.411;1.871;2.911;3.424
227;0.004540;0.119;0.102;0.829;0.413;1.826;2.914;3.424
228;0.004560;0.144;0.103;0.875;0.415;2.408;2.916;3.427
229;0.004580;0.141;0.103;0.912;0.417;2.772;2.918;3.425
230;0.004600;0.124;0.104;0.883;0.419;2.682;2.920;3.425
231;0.004620;0.142;0.104;0.883;0.421;2.708;2.923;3.426
232;0.004640;0.190;0.104;0.965;0.423;2.772;2.925;3.425
233;0.004660;0.186;0.105;1.016;0.425;2.981;2.927;3.427
234;0.004680;0.157;0.105;1.049;0.427;3.127;2.929;3.423
235;0.004700;0.138;0.106;1.071;0.430;2.823;2.931;3.423
236;0.004720;0.129;0.106;1.044;0.432;2.637;2.932;3.426
237;0.004740;0.092;0.107;0.928;0.434;2.935;2.934;3.426
238;0.004760;0.090;0.107;0.857;0.437;3.261;2.936;3.424
239;0.004780;0.131;0.107;0.886;0.439;2.968;2.938;3.426
240;0.004800;0.122;0.108;0.905;0.442;2.822;2.940;3.427
241;0.004820;0.103;0.108;0.851;0.444;3.074;2.941;3.425
242;0.004840;0.101;0.109;0.811;0.447;3.816;2.943;3.426
243;0.004860;0.117;0.109;0.831;0.449;3.708;2.945;3.424
244;0.004880;0.123;0.109;0.870;0.452;3.393;2.947;3.426
245;0.004900;0.137;0.110;0.829;0.455;3.193;2.949;3.426
246;0.004920;0.081;0.110;0.773;0.457;3.409;2.951;3.424
247;0.004940;0.104;0.110;0.736;0.460;3.285;2.953;3.425
248;0.004960;0.126;0.111;0.731;0.462;2.624;2.955;3.427
249;0.004980;0.116;0.111;0.696;0.465;2.774;2.957;3.424
250;0.005000;0.093;0.111;0.652;0.467;3.120;2.959;3.424
251;0.005020;0.111;0.112;0.654;0.470;2.981;2.960;3.427
252;0.005040;0.132;0.112;0.652;0.473;3.083;2.962;3.427
253;0.005060;0.100;0.112;0.599;0.475;2.589;2.964;3.424
254;0.005080;0.103;0.113;0.579;0.478;2.867;2.966;3.424
255;0.005100;0.119;0.113;0.571;0.480;2.487;2.967;3.424
256;0.005120;0.121;0.113;0.551;0.482;2.463;2.969;3.426
257;0.005140;0.091;0.114;0.524;0.485;2.869;2.971;3.423
258;0.005160;0.121;0.114;0.515;0.487;2.584;2.972;3.422
259;0.005180;0.166;0.114;0.553;0.490;2.573;2.973;3.426
260;0.005200;0.143;0.115;0.575;0.492;3.494;2.975;3.426
261;0.005220;0.125;0.115;0.547;0.494;3.203;2.976;3.425
262;0.005240;0.102;0.115;0.529;0.496;2.972;2.977;3.426
263;0.005260;0.095;0.115;0.518;0.499;3.175;2.978;3.425
264;0.005280;0.103;0.116;0.469;0.501;2.862;2.980;3.422
265;0.005300;0.103;0.116;0.421;0.503;2.996;2.981;3.426
266;0.005320;0.101;0.116;0.421;0.505;2.780;2.982;3.423
267;0.005340;0.112;0.116;0.438;0.507;2.045;2.983;3.425
268;0.005360;0.122;0.117;0.463;0.509;2.477;2.984;3.426
269;0.005380;0.110;0.117;0.507;0.511;3.349;2.985;3.423
270;0.005400;0.112;0.117;0.516;0.513;3.252;2.986;3.425
271;0.005420;0.121;0.117;0.505;0.515;2.631;2.987;3.427
272;0.005440;0.106;0.118;0.472;0.517;3.155;2.988;3.424
273;0.005460;0.090;0.118;0.438;0.518;3.704;2.989;3.424
274;0.005480;0.106;0.118;0.427;0.520;3.426;2.990;3.427
275;0.005500;0.107;0.118;0.427;0.522;3.622;2.991;3.426
276;0.005520;0.119;0.118;0.408;0.524;3.909;2.993;3.425
277;0.005540;0.118;0.119;0.406;0.525;2.952;2.994;3.424
278;0.005560;0.123;0.119;0.441;0.527;3.051;2.995;3.426
279;0.005580;0.110;0.119;0.445;0.528;3.252;2.996;3.428
280;0.005600;0.097;0.119;0.423;0.530;2.333;2.997;3.423
281;0.005620;0.105;0.119;0.449;0.531;2.303;2.999;3.424
282;0.005640;0.123;0.120;0.487;0.533;2.631;3.000;3.427
283;0.005660;0.126;0.120;0.472;0.534;3.040;3.001;3.426
284;0.005680;0.112;0.120;0.450;0.535;3.181;3.001;3.424
285;0.005700;0.107;0.120;0.458;0.537;3.591;3.002;3.426
286;0.005720;0.146;0.120;0.476;0.538;2.943;3.003;3.428
287;0.005740;0.161;0.120;0.491;0.539;2.693;3.004;3.426
288;0.005760;0.225;0.121;0.518;0.540;3.210;3.005;3.425
289;0.005780;0.201;0.121;0.560;0.542;3.215;3.006;3.424
290;0.005800;0.146;0.121;0.566;0.543;3.349;3.007;3.428
291;0.005820;0.164;0.121;0.542;0.544;2.886;3.008;3.428
292;0.005840;0.113;0.121;0.507;0.545;2.463;3.009;3.424
293;0.005860;0.121;0.122;0.518;0.546;2.935;3.010;3.427
294;0.005880;0.127;0.122;0.540;0.547;3.100;3.011;3.428
295;0.005900;0.116;0.122;0.504;0.548;2.556;3.011;3.424
296;0.005920;0.140;0.122;0.504;0.549;2.611;3.012;3.425
297;0.005940;0.114;0.122;0.513;0.550;2.719;3.013;3.425
298;0.005960;0.126;0.122;0.494;0.551;2.045;3.013;3.426
299;0.005980;0.112;0.123;0.489;0.552;2.010;3.014;3.425
300;0.006000;0.090;0.123;0.471;0.553;1.683;3.014;3.423
301;0.006020;0.109;0.123;0.474;0.554;1.771;3.014;3.426
302;0.006040;0.096;0.123;0.465;0.555;1.915;3.014;3.429
303;0.006060;0.088;0.123;0.421;0.556;1.771;3.014;3.425
304;0.006080;0.100;0.123;0.449;0.557;1.609;3.013;3.425
305;0.006100;0.099;0.124;0.460;0.557;1.774;3.012;3.429
306;0.006120;0.087;0.124;0.425;0.558;1.507;3.011;3.425
307;0.006140;0.093;0.124;0.421;0.559;1.534;3.010;3.423
308;0.006160;0.129;0.124;0.482;0.559;1.553;3.009;3.424
309;0.006180;0.128;0.124;0.547;0.560;1.289;3.007;3.425
310;0.006200;0.144;0.124;0.608;0.561;1.329;3.006;3.425
311;0.006220;0.121;0.124;0.643;0.561;1.273;3.004;3.424
312;0.006240;0.110;0.124;0.665;0.562;1.362;3.001;3.427
313;0.006260;0.137;0.124;0.681;0.563;1.670;2.999;3.427
314;0.006280;0.148;0.125;0.731;0.563;1.800;2.996;3.426
315;0.006300;0.130;0.125;0.787;0.564;1.710;2.994;3.424
316;0.006320;0.113;0.125;0.798;0.565;1.670;2.991;3.427
317;0.006340;0.159;0.125;0.817;0.565;1.769;2.988;3.425
318;0.006360;0.183;0.125;0.861;0.566;1.989;2.984;3.422
319;0.006380;0.144;0.125;0.872;0.567;1.498;2.981;3.425
320;0.006400;0.120;0.125;0.818;0.568;1.752;2.978;3.425
321;0.006420;0.112;0.125;0.762;0.569;1.943;2.974;3.425
322;0.006440;0.091;0.125;0.670;0.569;1.745;2.970;3.425
323;0.006460;0.107;0.125;0.630;0.570;1.879;2.966;3.425
324;0.006480;0.092;0.126;0.608;0.571;1.518;2.962;3.426
325;0.006500;0.083;0.126;0.558;0.572;1.769;2.958;3.425
326;0.006520;0.088;0.126;0.527;0.573;1.609;2.954;3.423
327;0.006540;0.119;0.126;0.557;0.574;1.736;2.950;3.425
328;0.006560;0.151;0.126;0.593;0.574;1.893;2.945;3.426
329;0.006580;0.125;0.126;0.569;0.575;1.862;2.941;3.424
330;0.006600;0.094;0.126;0.566;0.576;1.868;2.936;3.425
331;0.006620;0.139;0.126;0.604;0.577;2.285;2.931;3.425
332;0.006640;0.143;0.126;0.659;0.577;2.243;2.927;3.426
333;0.006660;0.135;0.126;0.701;0.578;2.704;2.922;3.426
334;0.006680;0.134;0.126;0.773;0.579;2.932;2.917;3.422
335;0.006700;0.100;0.126;0.818;0.580;2.241;2.913;3.425
336;0.006720;0.102;0.126;0.853;0.580;2.410;2.908;3.428
337;0.006740;0.138;0.126;0.897;0.581;2.897;2.903;3.423
338;0.006760;0.139;0.127;0.932;0.582;2.921;2.899;3.423
339;0.006780;0.141;0.127;0.994;0.583;2.666;2.894;3.427
340;0.006800;0.144;0.127;1.027;0.584;3.100;2.890;3.426
341;0.006820;0.116;0.127;0.992;0.585;3.406;2.885;3.423
342;0.006840;0.107;0.127;0.978;0.586;3.342;2.881;3.425
343;0.006860;0.129;0.127;0.981;0.587;3.153;2.877;3.427
344;0.006880;0.146;0.127;0.963;0.588;3.437;2.873;3.426
345;0.006900;0.103;0.127;0.939;0.589;3.768;2.870;3.426
346;0.006920;0.128;0.127;0.930;0.590;3.594;2.866;3.425
347;0.006940;0.118;0.127;0.888;0.592;3.730;2.863;3.427
348;0.006960;0.109;0.127;0.833;0.593;4.219;2.860;3.425
349;0.006980;0.115;0.127;0.780;0.594;3.651;2.857;3.423
350;0.007000;0.105;0.127;0.751;0.595;4.006;2.854;3.424
351;0.007020;0.105;0.127;0.734;0.597;3.334;2.851;3.424
352;0.007040;0.098;0.127;0.690;0.598;3.525;2.849;3.425
353;0.007060;0.099;0.127;0.650;0.599;4.146;2.847;3.425
354;0.007080;0.096;0.127;0.630;0.600;3.607;2.845;3.427
355;0.007100;0.111;0.127;0.606;0.602;3.836;2.843;3.428
356;0.007120;0.094;0.127;0.562;0.603;3.007;2.841;3.426
357;0.007140;0.101;0.127;0.549;0.604;3.005;2.840;3.423
358;0.007160;0.114;0.127;0.546;0.605;3.005;2.838;3.427
359;0.007180;0.112;0.127;0.511;0.606;3.087;2.837;3.425
360;0.007200;0.073;0.127;0.460;0.607;3.223;2.835;3.423
361;0.007220;0.084;0.127;0.456;0.608;2.752;2.834;3.424
362;0.007240;0.105;0.127;0.458;0.609;2.444;2.832;3.426
363;0.007260;0.100;0.127;0.443;0.610;2.479;2.831;3.425
364;0.007280;0.164;0.127;0.452;0.611;2.419;2.830;3.424
365;0.007300;0.247;0.127;0.476;0.612;2.737;2.828;3.426
366;0.007320;0.272;0.127;0.522;0.613;2.875;2.827;3.425
367;0.007340;0.263;0.127;0.568;0.614;2.426;2.825;3.426
368;0.007360;0.233;0.127;0.602;0.615;2.516;2.824;3.423
369;0.007380;0.194;0.127;0.630;0.615;2.463;2.822;3.423
370;0.007400;0.177;0.127;0.641;0.616;2.598;2.821;3.427
371;0.007420;0.196;0.128;0.610;0.617;2.946;2.819;3.424
372;0.007440;0.199;0.128;0.599;0.618;3.345;2.818;3.423
373;0.007460;0.200;0.128;0.615;0.618;2.908;2.817;3.426
374;0.007480;0.166;0.128;0.599;0.619;2.975;2.815;3.425
375;0.007500;0.162;0.128;0.580;0.620;3.843;2.814;3.425
376;0.007520;0.146;0.128;0.568;0.620;4.376;2.813;3.423
377;0.007540;0.163;0.128;0.590;0.621;3.190;2.812;3.424
378;0.007560;0.147;0.128;0.582;0.622;2.327;2.812;3.425
379;0.007580;0.108;0.128;0.538;0.622;2.485;2.811;3.426
380;0.007600;0.103;0.129;0.504;0.623;3.025;2.810;3.423
381;0.007620;0.131;0.129;0.500;0.624;3.285;2.809;3.425
382;0.007640;0.134;0.129;0.507;0.624;3.620;2.808;3.427
383;0.007660;0.132;0.129;0.504;0.625;3.953;2.808;3.424
384;0.007680;0.133;0.129;0.515;0.625;3.089;2.807;3.424
385;0.007700;0.117;0.129;0.500;0.626;2.490;2.807;3.427
386;0.007720;0.115;0.129;0.478;0.626;2.856;2.807;3.426
387;0.007740;0.105;0.129;0.460;0.626;3.045;2.806;3.425
388;0.007760;0.125;0.129;0.487;0.627;3.203;2.806;3.426
389;0.007780;0.186;0.129;0.504;0.627;2.792;2.806;3.427
390;0.007800;0.235;0.130;0.494;0.627;2.250;2.806;3.426
391;0.007820;0.246;0.130;0.498;0.628;2.390;2.805;3.425
