Configuration: 0703
Duration: 0.300 s
Sample Rate: 50 kHz
ConfigID: 7
Comment: 
MeasurementID: 345
Result: NOK
Date: 8/28/2020 1:59:16 PM
User Comment: 
Index;Time;P Raw;P Eps;T Raw;T Eps;BR Raw;BR Eps;AN Power
78;0.001560;0.157;0.032;0.538;0.099;4.706;1.150;3.424
79;0.001580;0.145;0.033;0.511;0.102;4.526;1.176;3.426
80;0.001600;0.160;0.033;0.511;0.104;4.792;1.202;3.425
81;0.001620;0.188;0.034;0.549;0.107;4.200;1.229;3.424
82;0.001640;0.194;0.035;0.577;0.109;4.294;1.255;3.424
83;0.001660;0.175;0.035;0.577;0.112;4.413;1.281;3.427
84;0.001680;0.133;0.036;0.558;0.115;4.583;1.308;3.423
85;0.001700;0.220;0.037;0.571;0.117;4.160;1.334;3.423
86;0.001720;0.264;0.038;0.613;0.120;4.644;1.361;3.425
87;0.001740;0.261;0.038;0.617;0.123;4.462;1.387;3.424
88;0.001760;0.289;0.039;0.582;0.125;3.880;1.414;3.425
89;0.001780;0.286;0.040;0.560;0.128;3.799;1.440;3.422
90;0.001800;0.230;0.041;0.551;0.131;4.728;1.466;3.423
91;0.001820;0.207;0.042;0.516;0.134;4.336;1.493;3.424
92;0.001840;0.195;0.043;0.472;0.137;4.248;1.519;3.423
93;0.001860;0.191;0.044;0.482;0.139;3.558;1.545;3.424
94;0.001880;0.188;0.044;0.498;0.142;3.642;1.571;3.427
95;0.001900;0.210;0.045;0.500;0.145;4.041;1.597;3.426
96;0.001920;0.238;0.046;0.509;0.148;4.510;1.623;3.426
97;0.001940;0.209;0.047;0.515;0.151;3.961;1.649;3.422
98;0.001960;0.224;0.048;0.531;0.153;3.715;1.675;3.421
99;0.001980;0.223;0.049;0.538;0.156;3.666;1.701;3.426
100;0.002000;0.172;0.050;0.504;0.159;3.741;1.726;3.421
101;0.002020;0.141;0.051;0.480;0.162;3.365;1.752;3.422
102;0.002040;0.164;0.052;0.500;0.165;3.642;1.777;3.424
103;0.002060;0.174;0.053;0.509;0.168;3.631;1.802;3.426
104;0.002080;0.175;0.054;0.485;0.170;3.254;1.827;3.424
105;0.002100;0.210;0.055;0.480;0.173;3.441;1.852;3.424
106;0.002120;0.229;0.056;0.489;0.176;3.001;1.876;3.425
107;0.002140;0.171;0.057;0.476;0.179;2.796;1.900;3.426
108;0.002160;0.146;0.058;0.454;0.182;3.340;1.924;3.423
109;0.002180;0.116;0.059;0.447;0.185;3.455;1.948;3.423
110;0.002200;0.136;0.060;0.500;0.188;3.527;1.972;3.423
111;0.002220;0.168;0.061;0.511;0.190;2.921;1.995;3.424
112;0.002240;0.139;0.062;0.469;0.193;2.496;2.018;3.422
113;0.002260;0.145;0.063;0.509;0.196;2.485;2.041;3.424
114;0.002280;0.201;0.064;0.575;0.199;2.353;2.064;3.425
115;0.002300;0.227;0.064;0.630;0.202;2.529;2.086;3.426
116;0.002320;0.174;0.065;0.672;0.205;2.476;2.108;3.425
117;0.002340;0.179;0.066;0.725;0.207;2.809;2.129;3.423
118;0.002360;0.230;0.067;0.813;0.210;3.195;2.150;3.424
119;0.002380;0.241;0.068;0.890;0.213;3.298;2.171;3.424
120;0.002400;0.244;0.069;0.969;0.216;4.147;2.192;3.420
121;0.002420;0.231;0.070;0.991;0.219;3.316;2.213;3.423
122;0.002440;0.182;0.071;0.961;0.223;3.832;2.233;3.427
123;0.002460;0.141;0.072;0.941;0.226;3.499;2.254;3.423
124;0.002480;0.159;0.073;0.927;0.229;2.970;2.274;3.424
125;0.002500;0.144;0.074;0.928;0.232;2.891;2.294;3.424
126;0.002520;0.159;0.075;0.956;0.236;3.345;2.314;3.426
127;0.002540;0.147;0.076;0.905;0.239;2.382;2.333;3.424
128;0.002560;0.126;0.077;0.837;0.242;2.377;2.353;3.423
129;0.002580;0.137;0.078;0.855;0.246;2.732;2.372;3.424
130;0.002600;0.157;0.079;0.883;0.249;2.941;2.390;3.426
131;0.002620;0.160;0.080;0.895;0.253;3.094;2.409;3.424
132;0.002640;0.151;0.081;0.921;0.257;3.702;2.427;3.423
133;0.002660;0.139;0.082;0.921;0.260;3.779;2.445;3.425
134;0.002680;0.151;0.083;0.873;0.264;3.521;2.463;3.424
135;0.002700;0.103;0.084;0.789;0.268;3.572;2.481;3.423
136;0.002720;0.087;0.085;0.723;0.271;3.138;2.498;3.424
137;0.002740;0.117;0.086;0.729;0.275;3.175;2.516;3.424
138;0.002760;0.133;0.087;0.729;0.279;3.715;2.533;3.426
139;0.002780;0.130;0.087;0.687;0.282;4.186;2.550;3.425
140;0.002800;0.150;0.088;0.705;0.286;3.613;2.567;3.423
141;0.002820;0.155;0.089;0.760;0.290;3.486;2.584;3.425
142;0.002840;0.143;0.090;0.800;0.294;4.021;2.601;3.427
143;0.002860;0.122;0.091;0.782;0.297;3.631;2.618;3.422
144;0.002880;0.096;0.092;0.765;0.301;3.765;2.634;3.425
145;0.002900;0.128;0.093;0.751;0.305;3.950;2.651;3.427
146;0.002920;0.130;0.093;0.698;0.309;3.887;2.667;3.426
147;0.002940;0.103;0.094;0.639;0.312;3.869;2.683;3.426
148;0.002960;0.083;0.095;0.573;0.316;4.254;2.699;3.426
149;0.002980;0.103;0.096;0.551;0.320;4.254;2.716;3.424
150;0.003000;0.109;0.097;0.527;0.324;4.587;2.732;3.426
151;0.003020;0.090;0.097;0.456;0.327;5.085;2.748;3.424
152;0.003040;0.112;0.098;0.434;0.331;4.283;2.764;3.421
153;0.003060;0.119;0.099;0.438;0.334;3.979;2.780;3.425
154;0.003080;0.112;0.100;0.410;0.338;4.199;2.796;3.426
155;0.003100;0.067;0.100;0.353;0.341;4.420;2.812;3.423
156;0.003120;0.061;0.101;0.337;0.345;5.052;2.828;3.426
157;0.003140;0.121;0.102;0.357;0.348;3.867;2.844;3.428
158;0.003160;0.089;0.102;0.337;0.352;2.802;2.860;3.426
159;0.003180;0.070;0.103;0.306;0.355;4.222;2.875;3.425
160;0.003200;0.102;0.104;0.326;0.358;4.336;2.891;3.424
161;0.003220;0.116;0.104;0.357;0.361;4.698;2.906;3.424
162;0.003240;0.112;0.105;0.357;0.364;4.803;2.922;3.425
163;0.003260;0.081;0.105;0.319;0.367;4.982;2.937;3.422
164;0.003280;0.094;0.106;0.308;0.370;4.852;2.953;3.423
165;0.003300;0.123;0.107;0.333;0.373;4.940;2.969;3.426
166;0.003320;0.143;0.107;0.352;0.376;4.570;2.984;3.426
167;0.003340;0.113;0.108;0.392;0.379;4.686;3.000;3.425
168;0.003360;0.105;0.108;0.432;0.381;4.915;3.015;3.427
169;0.003380;0.116;0.109;0.438;0.384;4.166;3.031;3.426
170;0.003400;0.093;0.109;0.394;0.387;4.265;3.046;3.425
171;0.003420;0.115;0.110;0.381;0.389;3.999;3.062;3.423
172;0.003440;0.141;0.110;0.392;0.392;3.450;3.077;3.424
173;0.003460;0.163;0.111;0.388;0.394;4.768;3.092;3.426
174;0.003480;0.148;0.111;0.390;0.397;4.180;3.107;3.424
175;0.003500;0.182;0.112;0.438;0.399;3.741;3.122;3.424
176;0.003520;0.197;0.112;0.507;0.401;4.464;3.137;3.427
177;0.003540;0.197;0.113;0.529;0.404;5.061;3.152;3.424
178;0.003560;0.209;0.113;0.511;0.406;4.054;3.167;3.422
179;0.003580;0.202;0.114;0.507;0.408;3.642;3.181;3.425
180;0.003600;0.212;0.115;0.529;0.411;3.937;3.196;3.425
181;0.003620;0.197;0.115;0.526;0.413;3.598;3.210;3.425
182;0.003640;0.181;0.116;0.504;0.415;3.697;3.224;3.425
183;0.003660;0.199;0.116;0.553;0.417;3.323;3.238;3.424
184;0.003680;0.221;0.117;0.608;0.420;3.871;3.252;3.426
185;0.003700;0.236;0.117;0.595;0.422;4.338;3.266;3.424
186;0.003720;0.228;0.118;0.546;0.424;3.669;3.279;3.423
187;0.003740;0.214;0.118;0.547;0.426;3.226;3.292;3.424
188;0.003760;0.227;0.119;0.546;0.428;2.988;3.306;3.425
189;0.003780;0.168;0.120;0.518;0.430;2.736;3.318;3.424
190;0.003800;0.183;0.120;0.544;0.432;3.047;3.331;3.424
191;0.003820;0.201;0.121;0.566;0.435;3.450;3.343;3.423
192;0.003840;0.179;0.121;0.575;0.437;3.395;3.355;3.425
193;0.003860;0.185;0.122;0.573;0.439;3.510;3.367;3.425
194;0.003880;0.186;0.122;0.558;0.441;3.246;3.379;3.422
195;0.003900;0.187;0.123;0.566;0.443;3.182;3.390;3.423
196;0.003920;0.196;0.124;0.595;0.445;3.164;3.401;3.424
197;0.003940;0.190;0.124;0.575;0.447;2.935;3.412;3.422
198;0.003960;0.152;0.125;0.584;0.449;3.137;3.423;3.424
199;0.003980;0.160;0.125;0.628;0.451;3.217;3.433;3.425
200;0.004000;0.156;0.126;0.590;0.453;2.688;3.444;3.427
201;0.004020;0.137;0.126;0.538;0.454;3.248;3.454;3.423
202;0.004040;0.150;0.127;0.544;0.456;2.899;3.463;3.423
203;0.004060;0.170;0.128;0.542;0.458;2.201;3.473;3.423
204;0.004080;0.134;0.128;0.493;0.460;2.333;3.482;3.425
205;0.004100;0.143;0.129;0.474;0.462;2.225;3.491;3.422
206;0.004120;0.133;0.129;0.491;0.464;2.466;3.499;3.423
207;0.004140;0.133;0.130;0.513;0.466;2.523;3.507;3.425
208;0.004160;0.168;0.130;0.527;0.467;2.886;3.515;3.425
209;0.004180;0.147;0.131;0.540;0.469;2.990;3.523;3.423
210;0.004200;0.160;0.131;0.588;0.471;2.886;3.530;3.426
211;0.004220;0.181;0.132;0.617;0.472;2.769;3.537;3.425
212;0.004240;0.158;0.132;0.606;0.474;2.703;3.544;3.423
213;0.004260;0.139;0.133;0.602;0.476;2.642;3.551;3.421
214;0.004280;0.168;0.133;0.646;0.478;2.512;3.557;3.424
215;0.004300;0.163;0.134;0.674;0.479;2.366;3.563;3.424
216;0.004320;0.171;0.134;0.677;0.481;2.490;3.569;3.422
217;0.004340;0.144;0.135;0.665;0.483;2.280;3.574;3.423
218;0.004360;0.155;0.135;0.665;0.484;2.302;3.579;3.426
219;0.004380;0.150;0.136;0.646;0.486;2.443;3.584;3.426
220;0.004400;0.124;0.136;0.615;0.488;2.199;3.589;3.424
221;0.004420;0.153;0.136;0.634;0.489;2.289;3.593;3.424
222;0.004440;0.201;0.137;0.703;0.491;2.563;3.598;3.426
223;0.004460;0.159;0.137;0.736;0.493;2.375;3.601;3.425
224;0.004480;0.111;0.138;0.685;0.494;1.741;3.605;3.422
225;0.004500;0.108;0.138;0.716;0.496;2.254;3.608;3.422
226;0.004520;0.151;0.139;0.809;0.498;2.864;3.611;3.426
227;0.004540;0.174;0.139;0.873;0.499;3.148;3.614;3.423
228;0.004560;0.171;0.139;0.912;0.501;2.606;3.617;3.423
229;0.004580;0.197;0.140;0.974;0.503;2.450;3.619;3.425
230;0.004600;0.199;0.140;1.014;0.505;3.032;3.621;3.426
231;0.004620;0.197;0.141;1.047;0.506;3.199;3.624;3.423
232;0.004640;0.181;0.141;1.078;0.508;2.401;3.625;3.423
233;0.004660;0.162;0.141;1.068;0.510;2.320;3.627;3.425
234;0.004680;0.163;0.142;1.069;0.512;3.457;3.629;3.425
235;0.004700;0.162;0.142;1.091;0.514;3.230;3.630;3.423
236;0.004720;0.198;0.143;1.155;0.517;3.076;3.632;3.425
237;0.004740;0.200;0.143;1.194;0.519;3.506;3.633;3.426
238;0.004760;0.219;0.143;1.208;0.521;3.386;3.634;3.425
239;0.004780;0.246;0.144;1.221;0.523;2.851;3.635;3.423
240;0.004800;0.217;0.144;1.245;0.526;3.290;3.636;3.423
241;0.004820;0.241;0.145;1.293;0.528;4.178;3.637;3.425
242;0.004840;0.248;0.145;1.342;0.531;3.322;3.638;3.425
243;0.004860;0.218;0.146;1.344;0.533;2.520;3.639;3.423
244;0.004880;0.177;0.146;1.375;0.536;3.224;3.640;3.424
245;0.004900;0.173;0.146;1.386;0.539;2.809;3.641;3.425
246;0.004920;0.183;0.147;1.320;0.542;2.878;3.641;3.423
247;0.004940;0.220;0.147;1.353;0.544;3.717;3.642;3.424
248;0.004960;0.236;0.148;1.426;0.547;3.820;3.642;3.425
249;0.004980;0.226;0.148;1.441;0.551;3.735;3.643;3.426
250;0.005000;0.217;0.149;1.393;0.554;3.433;3.643;3.423
251;0.005020;0.176;0.149;1.315;0.557;3.699;3.644;3.424
252;0.005040;0.153;0.150;1.236;0.560;4.530;3.644;3.427
253;0.005060;0.148;0.150;1.144;0.564;4.393;3.645;3.427
254;0.005080;0.138;0.150;1.011;0.567;4.149;3.645;3.423
255;0.005100;0.112;0.151;0.890;0.570;4.136;3.646;3.422
256;0.005120;0.112;0.151;0.813;0.574;4.462;3.647;3.424
257;0.005140;0.142;0.152;0.743;0.577;4.528;3.648;3.426
258;0.005160;0.126;0.152;0.674;0.581;3.534;3.649;3.423
259;0.005180;0.100;0.152;0.645;0.584;3.853;3.650;3.423
260;0.005200;0.121;0.153;0.623;0.587;3.939;3.651;3.424
261;0.005220;0.129;0.153;0.568;0.590;3.157;3.652;3.429
262;0.005240;0.122;0.153;0.520;0.593;3.523;3.653;3.423
263;0.005260;0.157;0.154;0.571;0.596;3.776;3.653;3.425
264;0.005280;0.174;0.154;0.624;0.599;4.329;3.654;3.427
265;0.005300;0.146;0.154;0.623;0.602;3.668;3.655;3.425
266;0.005320;0.106;0.155;0.595;0.605;4.457;3.656;3.423
267;0.005340;0.114;0.155;0.558;0.608;4.915;3.657;3.424
268;0.005360;0.135;0.155;0.513;0.611;5.087;3.659;3.424
269;0.005380;0.108;0.156;0.436;0.614;4.986;3.660;3.424
270;0.005400;0.095;0.156;0.394;0.616;4.739;3.662;3.424
271;0.005420;0.147;0.156;0.417;0.619;4.396;3.664;3.424
272;0.005440;0.134;0.156;0.452;0.621;3.814;3.665;3.427
273;0.005460;0.111;0.157;0.438;0.624;3.162;3.667;3.425
274;0.005480;0.097;0.157;0.436;0.626;3.724;3.669;3.427
275;0.005500;0.119;0.157;0.460;0.628;4.340;3.671;3.423
276;0.005520;0.168;0.157;0.456;0.631;4.528;3.672;3.425
277;0.005540;0.141;0.157;0.428;0.633;4.649;3.674;3.423
278;0.005560;0.163;0.158;0.447;0.635;3.788;3.676;3.423
279;0.005580;0.193;0.158;0.467;0.637;3.810;3.678;3.423
280;0.005600;0.215;0.158;0.454;0.639;3.832;3.680;3.424
281;0.005620;0.197;0.158;0.445;0.641;3.481;3.682;3.425
282;0.005640;0.195;0.158;0.471;0.643;3.781;3.684;3.425
283;0.005660;0.208;0.159;0.489;0.644;4.297;3.686;3.427
284;0.005680;0.188;0.159;0.478;0.646;3.697;3.688;3.423
285;0.005700;0.144;0.159;0.445;0.648;4.041;3.690;3.425
286;0.005720;0.141;0.159;0.449;0.649;4.869;3.692;3.425
287;0.005740;0.179;0.159;0.463;0.651;4.526;3.694;3.424
288;0.005760;0.206;0.160;0.452;0.652;3.243;3.696;3.424
289;0.005780;0.180;0.160;0.460;0.654;3.281;3.698;3.423
290;0.005800;0.186;0.160;0.509;0.655;3.613;3.700;3.425
291;0.005820;0.182;0.160;0.526;0.656;3.014;3.702;3.427
292;0.005840;0.150;0.160;0.511;0.658;2.964;3.704;3.424
293;0.005860;0.179;0.161;0.524;0.659;3.192;3.705;3.424
294;0.005880;0.179;0.161;0.544;0.660;2.908;3.707;3.427
295;0.005900;0.174;0.161;0.544;0.661;2.534;3.708;3.425
296;0.005920;0.172;0.161;0.538;0.662;2.717;3.710;3.423
297;0.005940;0.172;0.161;0.553;0.663;2.787;3.711;3.424
298;0.005960;0.188;0.162;0.575;0.665;2.408;3.711;3.424
299;0.005980;0.171;0.162;0.590;0.666;2.542;3.712;3.427
300;0.006000;0.131;0.162;0.546;0.667;2.871;3.712;3.423
301;0.006020;0.152;0.162;0.555;0.667;2.910;3.713;3.422
302;0.006040;0.207;0.162;0.604;0.668;2.331;3.713;3.426
303;0.006060;0.190;0.162;0.593;0.669;2.505;3.713;3.425
304;0.006080;0.164;0.163;0.558;0.670;2.884;3.712;3.422
305;0.006100;0.187;0.163;0.577;0.671;2.816;3.712;3.424
306;0.006120;0.218;0.163;0.608;0.672;2.985;3.711;3.427
307;0.006140;0.218;0.163;0.621;0.672;2.796;3.711;3.423
308;0.006160;0.200;0.163;0.613;0.673;2.454;3.710;3.423
309;0.006180;0.173;0.164;0.612;0.674;2.419;3.709;3.421
310;0.006200;0.180;0.164;0.593;0.675;2.098;3.708;3.423
311;0.006220;0.164;0.164;0.558;0.675;1.644;3.707;3.423
312;0.006240;0.158;0.164;0.546;0.676;2.023;3.705;3.422
313;0.006260;0.189;0.164;0.601;0.677;2.153;3.703;3.425
314;0.006280;0.182;0.165;0.670;0.677;2.120;3.701;3.428
315;0.006300;0.134;0.165;0.646;0.678;1.935;3.699;3.424
316;0.006320;0.119;0.165;0.635;0.678;1.989;3.696;3.425
317;0.006340;0.155;0.165;0.688;0.679;2.540;3.693;3.427
318;0.006360;0.179;0.165;0.703;0.679;1.800;3.690;3.424
319;0.006380;0.153;0.165;0.632;0.680;1.796;3.687;3.421
320;0.006400;0.180;0.166;0.623;0.680;2.214;3.684;3.420
321;0.006420;0.211;0.166;0.687;0.681;2.243;3.680;3.422
322;0.006440;0.212;0.166;0.718;0.681;2.463;3.677;3.424
323;0.006460;0.203;0.166;0.747;0.682;2.300;3.673;3.422
324;0.006480;0.278;0.166;0.831;0.682;2.455;3.669;3.425
325;0.006500;0.336;0.166;0.892;0.683;2.428;3.665;3.427
326;0.006520;0.328;0.167;0.901;0.683;2.087;3.660;3.426
327;0.006540;0.336;0.167;0.956;0.684;2.340;3.656;3.424
328;0.006560;0.369;0.167;1.064;0.684;2.763;3.651;3.426
329;0.006580;0.403;0.167;1.216;0.685;3.360;3.647;3.424
330;0.006600;0.428;0.168;1.307;0.686;3.514;3.642;3.423
331;0.006620;0.442;0.168;1.370;0.687;3.673;3.638;3.422
332;0.006640;0.430;0.168;1.371;0.687;3.728;3.633;3.423
333;0.006660;0.456;0.169;1.328;0.688;3.734;3.629;3.424
334;0.006680;0.460;0.169;1.282;0.689;3.516;3.625;3.424
335;0.006700;0.446;0.170;1.262;0.691;3.563;3.621;3.425
336;0.006720;0.436;0.170;1.245;0.692;3.858;3.617;3.427
337;0.006740;0.455;0.171;1.247;0.693;3.602;3.613;3.426
338;0.006760;0.454;0.171;1.252;0.694;2.922;3.609;3.420
339;0.006780;0.448;0.172;1.223;0.696;3.578;3.605;3.424
340;0.006800;0.462;0.173;1.198;0.697;3.860;3.601;3.426
341;0.006820;0.461;0.173;1.154;0.699;3.371;3.597;3.425
342;0.006840;0.446;0.174;1.122;0.700;3.149;3.593;3.425
343;0.006860;0.457;0.175;1.168;0.702;3.224;3.589;3.423
344;0.006880;0.450;0.176;1.219;0.704;3.812;3.586;3.425
345;0.006900;0.432;0.176;1.212;0.705;3.640;3.582;3.425
346;0.006920;0.395;0.177;1.157;0.707;4.045;3.578;3.423
347;0.006940;0.397;0.178;1.115;0.709;3.613;3.575;3.425
348;0.006960;0.398;0.179;1.062;0.711;4.232;3.572;3.426
349;0.006980;0.365;0.180;1.022;0.712;4.446;3.568;3.424
350;0.007000;0.340;0.181;0.994;0.714;3.625;3.565;3.423
351;0.007020;0.326;0.182;0.965;0.716;4.180;3.562;3.425
352;0.007040;0.309;0.183;0.927;0.718;4.147;3.560;3.425
353;0.007060;0.275;0.183;0.846;0.720;4.299;3.557;3.424
354;0.007080;0.255;0.184;0.815;0.722;4.330;3.554;3.425
355;0.007100;0.274;0.185;0.797;0.723;3.931;3.552;3.425
356;0.007120;0.272;0.186;0.758;0.725;4.633;3.550;3.427
357;0.007140;0.235;0.187;0.721;0.727;4.407;3.548;3.424
358;0.007160;0.244;0.188;0.718;0.729;3.523;3.546;3.423
359;0.007180;0.287;0.189;0.736;0.730;3.803;3.544;3.426
360;0.007200;0.299;0.190;0.729;0.732;4.070;3.542;3.428
361;0.007220;0.286;0.191;0.707;0.734;4.048;3.541;3.423
362;0.007240;0.303;0.192;0.718;0.735;4.427;3.539;3.423
363;0.007260;0.320;0.193;0.751;0.737;4.235;3.538;3.423
364;0.007280;0.267;0.193;0.732;0.739;3.501;3.536;3.424
365;0.007300;0.232;0.194;0.723;0.740;3.796;3.535;3.423
366;0.007320;0.236;0.195;0.769;0.742;5.006;3.534;3.426
367;0.007340;0.201;0.196;0.745;0.743;5.455;3.533;3.427
368;0.007360;0.190;0.197;0.701;0.745;5.160;3.533;3.426
369;0.007380;0.197;0.198;0.670;0.746;4.369;3.532;3.423
370;0.007400;0.197;0.199;0.663;0.747;4.503;3.532;3.425
371;0.007420;0.210;0.200;0.645;0.749;4.677;3.532;3.426
372;0.007440;0.252;0.200;0.630;0.750;4.200;3.532;3.424
373;0.007460;0.352;0.201;0.670;0.751;4.286;3.532;3.424
374;0.007480;0.415;0.202;0.725;0.753;3.940;3.533;3.425
375;0.007500;0.454;0.203;0.751;0.754;4.495;3.533;3.424
376;0.007520;0.600;0.204;0.782;0.755;3.464;3.534;3.424
377;0.007540;0.755;0.205;0.855;0.756;3.395;3.534;3.425
378;0.007560;0.795;0.206;0.910;0.757;4.530;3.535;3.426
379;0.007580;0.879;0.207;0.930;0.759;4.708;3.535;3.425
380;0.007600;0.934;0.208;0.950;0.760;4.120;3.536;3.422
381;0.007620;0.916;0.209;1.000;0.761;4.611;3.537;3.425
382;0.007640;1.070;0.210;1.036;0.762;4.810;3.538;3.426
383;0.007660;0.937;0.212;0.991;0.763;3.858;3.539;3.423
384;0.007680;0.807;0.213;0.941;0.765;3.594;3.541;3.424
385;0.007700;0.928;0.215;0.923;0.766;4.404;3.542;3.426
386;0.007720;1.005;0.216;0.844;0.767;3.376;3.543;3.425
387;0.007740;0.620;0.218;0.698;0.768;3.113;3.545;3.426
388;0.007760;0.341;0.220;0.628;0.769;3.463;3.546;3.423
389;0.007780;0.316;0.222;0.599;0.771;3.966;3.547;3.424
390;0.007800;0.340;0.223;0.590;0.772;3.340;3.548;3.427
391;0.007820;0.295;0.225;0.546;0.773;3.338;3.549;3.423
